SiteCode,No,NoType,GroupNo,Space,Building Phase,Area,Unit type,Unit entropy,Description,Sieved,Date,ID,Start Date,End Date,Period_Date,Attribution
SKH04,1240,Deposit,1273,1273,S3.1,743,Floor,disturbed,turf disturbance,FALSE,12/07/2004,DT,1760,1890,1750-1900,Pantry/Stores
SKH04,1241,Deposit,1101,1101,S10.4,743,Wall,disorganized,turf debris,FALSE,12/07/2004,SÞ,1800,1880,1780-1900,Kitchen
SKH04,1242,Deposit,1684,1684,S10.2,743,Floor,in situ,turf collapse,FALSE,12/07/2004,CJVH,1740,1760,1720-1780,Kitchen
SKH04,1243,Deposit,1286,2758,S11.2,743,Floor,in situ,disturbed floor?,TRUE,12/07/2004,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH04,1244,Deposit,1288,1288,S3.1,743,Floor,disturbed,disturbed capstones,FALSE,12/07/2004,DT,1760,1890,1750-1900,Pantry/Stores
SKH04,1245,Deposit,1098,1098,S35.2,743,Wall,disturbed,disturbed turf debris; wall?,FALSE,12/07/2004,GML,,1958,1930-1960,Western Farmhouse
SKH04,1246,Deposit,775,775,S7.3,743,Floor,disturbed,wall collapse; levelling,FALSE,12/07/2004,SGB,1800,1840,1780-1840,Vestibule & Corridor
SKH04,1247,Deposit,1101,1101,S10.4,743,Demolition,disturbed,turf debris,FALSE,12/07/2004,SÞ,1800,1880,1780-1900,Kitchen
SKH04,1248,Deposit,1684,1684,S10.2,743,Floor,in situ,ash dump,TRUE,12/07/2004,CJVH,1740,1760,1720-1780,Kitchen
SKH04,1249,Deposit,1320,1320,S12.1,743,Wall,disturbed,disturbed turf,FALSE,13/07/2004,MS,1690,1740,1690-1750,Living Quarters
SKH04,1250,Deposit,710,1200,S5.3,743,Floor,in situ,levelling layer for upper floor,FALSE,13/07/2004,ÁE/AH,1760,1780,1750-1780,Bishops Dining Room
SKH04,1251,Cut,1098,1098,S35.1,743,Building,in situ,cut for basement of farmhouse,FALSE,13/07/2004,DT,1898,1958,1870-1960,Western Farmhouse
SKH04,1252,Deposit,775,775,S7.5,743,Demolition,disturbed,turf debris,FALSE,13/07/2004,SGB,,1890,1870-1900,Vestibule & Corridor
SKH04,1253,Deposit,1320,1320,S12.1,743,Floor,disturbed,turf collapse,FALSE,13/07/2004,MS,1690,1740,1690-1750,Living Quarters
SKH04,1254,Deposit,1101,1101,S10.3,743,Wall,disorganized,turf dump/wall fragment?,FALSE,13/07/2004,CJVH,1760,1800,1750-1810,Kitchen
SKH04,1255,Deposit,775,775,S7.3,743,Floor,disturbed,turf debris,FALSE,13/07/2004,SGB,1800,1840,1780-1840,Vestibule & Corridor
SKH04,1256,Deposit,2757,2757,S11.3,743,Floor,in situ,turf collapse,TRUE,13/07/2004,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH04,1257,Group,1257,1257,C.4,743,External area,in situ,external cobbled area,FALSE,13/07/2004,SÞ,1850,1890,1840-1900,Courtyard
SKH04,1258,Deposit,775,775,S7.5,743,Wall,disorganized,turf collapse,FALSE,13/07/2004,SGB,,1890,1870-1900,Vestibule & Corridor
SKH04,1259,Group,1624,1624,S6.1,743,Building,in situ,walls of western side of western wing,FALSE,13/07/2004,GML/DT,1720,1760,1720-1780,Bishops Living Quarters
SKH04,1260,Deposit,1684,1684,S10.2,743,Floor,in situ,turf debris,FALSE,13/07/2004,CJVH,1740,1760,1720-1780,Kitchen
SKH04,1261,Deposit,1320,1320,S12.1,743,Wall,in situ,remains of wall - n.wall of 1320,FALSE,13/07/2004,MS,1690,1740,1690-1750,Living Quarters
SKH04,1262,Deposit,2758,2758,S11.3,743,Floor,in situ,turf collapse,TRUE,13/07/2004,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH04,1263,Deposit,1266,1266,S4.3,161,Wall blocking,in situ,blocking wall/infill,FALSE,14/07/2004,EH,1780,1800,1780-1810,Lodge/Dining Room & Chambers
SKH04,1264,Deposit,1286,2756,S11.2,743,Floor,in situ,disturbed floor?,TRUE,14/07/2004,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH04,1265,Group,421,421,S11.1,743,Room,in situ,south end of passage - VOID??,FALSE,14/07/2004,MS,1690,1720,1690-1720,Living Quarters
SKH04,1266,Group,163,1266,S4.2,161,Building,in situ,passage between rooms 15 and 30,FALSE,15/07/2004,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,1267,Deposit,1282,691,S11.1,743,Drain,in situ,capstones of drain,FALSE,15/07/2004,ÓGS,1690,1720,1690-1720,Living Quarters
SKH04,1268,Deposit,691,691,S11.2,743,Post setting,in situ,postpads,FALSE,15/07/2004,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH04,1269,Group,163,1269,S14.1,161,Building,in situ,passage to church,FALSE,21/07/2004,GML,1760,1800,1750-1810,Corridor to Church
SKH04,1270,Group,163,1270,S15.1,161,Building,in situ,passage into wheystore; walls drawn on 107,FALSE,22/07/2004,GML,1650,1760,1630-1780,Wheystore
SKH04,1271,Group,3029,3029,S29.1,161,Post setting,in situ,posthole,FALSE,27/07/2004,GML,1780,1800,1780-1810,Infirmary
SKH04,1272,Group,3029,3029,S29.1,161,Post setting,in situ,posthole,FALSE,27/07/2004,GML,1780,1800,1780-1810,Infirmary
SKH04,1273,Group,163,1273,S3.1,743,Building,in situ,room west of and opposite room 15,FALSE,28/07/2004,GML,1760,1890,1750-1900,Pantry/Stores
SKH04,1274,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (A),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1275,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (B),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1276,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (C),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1277,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (D),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1278,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (E),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1279,Deposit,1034,751,S13.2,161,Drain,in situ,5m segment of drain lining (F),FALSE,28/07/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,1280,Group,1269,1269,S14.1,161,Drain,in situ,drain in church passage,FALSE,06/09/2004,GML,1760,1800,1750-1810,Corridor to Church
SKH04,1281,Group,692,692,S10.2,743,Drain,in situ,Drain - same as 1773,FALSE,06/09/2004,GML,1740,1760,1720-1780,Kitchen
SKH04,1282,Group,691,691,S11.1,743,Drain,in situ,drain,FALSE,07/07/2004,GML,1690,1720,1690-1720,Living Quarters
SKH04,1283,Deposit,751,751,S13.2,161/743,Wall,in situ,later walls of main corridor 30,FALSE,22/04/2005,GML,1750,1800,1750-1810,Main Corridor
SKH04,1284,Group,989,989,S4.1,743,Floor,in situ,floor layers,FALSE,22/04/2005,GML,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,1285,Group,816,816,S4.1,743,Drain,in situ,drain in passage between 1200 and 989,FALSE,22/04/2005,GML,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,1286,Group,691,691,S11.2,743,Floor,in situ,floor layers,FALSE,22/04/2005,GML,1720,1730,1720-1750,Priests Living Quarters
SKH04,1287,Group,775,775,S7.2,743,Drain,in situ,drain,FALSE,22/04/2005,GML,1760,1800,1750-1810,Vestibule & Corridor
SKH04,1288,Group,756,1288,S3.1,743,Building,in situ,room opposite 15,FALSE,22/04/2005,GML,1760,1890,1750-1900,Pantry/Stores
SKH05,1289,Deposit,752,752,MB.3,1293,Excavation,in situ,drain/trench - fill of [1296],FALSE,20/05/2005,LP/AC,1880,1930,1870-1930,Midden Zone B
SKH05,1290,Deposit,443,443,S5.4,161,Wall,in situ,wall -belong to room 1200,FALSE,20/05/2005,ÁE,1780,1800,1780-1810,Pantry/Study & Library
SKH05,1291,Deposit,1081,1081,MB.2,1293,Slopewash,in situ,hill-wash,FALSE,20/05/2005,SÞ/AFH,1830,1850,1810-1870,Midden Zone B
SKH05,1292,Deposit,1320,1320,S12.2,743,Wall,disorganized,turf collapse,FALSE,20/05/2005,MS,,1740,1720-1750,Living Quarters
SKH05,1293,Cut,744,1293,T1.3,1293,Excavation,in situ,2005 Exc. Area,FALSE,20/05/2005,GML,2002,2007,1990-2020,FSÍ Excavation
SKH05,1294,Deposit,1295,1295,S11.3,743,Floor,in situ,flagstone floor,FALSE,20/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1295,Group,691,691,S11.1,743,Room,in situ,passage North of [691],FALSE,20/05/2005,ÓGS,1690,1720,1690-1720,Living Quarters
SKH05,1296,Cut,752,752,MB.3,1293,Excavation,in situ,cut for rubble filed drain - or trench? Appears on GÓ's plan,FALSE,20/05/2005,AC/LP,1880,1930,1870-1930,Midden Zone B
SKH05,1297,Deposit,1295,1295,S11.3,743,Floor,in situ,"turf layer in passage, levelling",FALSE,23/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1298,Group,39,39,S8.2,743,Room,,south room,FALSE,,,1750,1800,1750-1810,Nursery/Private Chambers
SKH05,1299,Group,163,163,S9.1,743,External area,,interstice between wall of 1200 and 691,FALSE,,,1740,1800,1750-1810,Living Quarters
SKH05,1300,Deposit,634,1070,MC.2,1070,Midden,in situ,midden deposit,FALSE,23/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1301,Deposit,1174,1174,S6.2,743,Floor,disturbed,turf debris; wall?,FALSE,23/05/2005,GML,1760,1800,1750-1810,Bishops Living Quarters
SKH05,1302,Deposit,634,1070,MC.2,1070,Midden,in situ,midden,TRUE,23/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1303,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash,FALSE,23/05/2005,AC/LP,1790,1830,1780-1840,Midden
SKH05,1304,Deposit,1335,1335,S18.8,1293,Wall,disorganized,turf collapse,FALSE,23/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1305,Deposit,1295,1295,S11.3,743,Wall,disturbed,part of turf wall (collapse?); east wall of passage,FALSE,23/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1306,Deposit,690,690,S19.3,1293,Wall,disturbed,"late stone wall, single course (19th century?)",FALSE,23/05/2005,SÞ/AFH,1790,1830,1780-1840,School Refectory
SKH05,1307,Deposit,30,30,S13.4,161,Midden,disturbed,mottled turf deposit with peatash patches,FALSE,23/05/2005,ÁE,1830,1850,1810-1870,Silo/Midden
SKH05,1308,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash layer in corridor [30] and room [690],FALSE,23/05/2005,CKH/SÞ/AFH,1790,1830,1780-1840,Midden
SKH05,1309,Deposit,634,1070,MC.2,1070,Midden,in situ,peatash in midden,TRUE,24/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1310,Deposit,1295,1295,S11.3,743,Floor,in situ,turf deposit in northen end of room; levelling,FALSE,24/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1311,Deposit,443,443,S5.4,161,Midden,in situ,peatasth dump,FALSE,24/05/2005,ÁE,1780,1800,1780-1810,Pantry/Study & Library
SKH05,1312,Deposit,634,1070,MC.2,1070,Midden,in situ,charcoal dump,FALSE,24/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1313,Deposit,443,443,S5.4,161,Wall,disturbed,muttled turf deposit,FALSE,24/05/2005,ÁE,1780,1800,1780-1810,Pantry/Study & Library
SKH05,1314,Deposit,546,546,S31.1,743,Wall,disorganized,dark grey speck (part of collase?),FALSE,24/05/2005,ÓGS,1650,1700,1660-1690,Bishops Former Living Quarters
SKH05,1315,Deposit,546,546,S31.1,743,Wall,disorganized,turf wall (section),FALSE,24/05/2005,ÓGS,1650,1700,1660-1690,Bishops Former Living Quarters
SKH05,1316,Deposit,1335,1335,S18.8,1293,Wall,disorganized,turf collapse,FALSE,24/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1317,Deposit,7,7,T1.2,1293,Excavation,in situ,fill of cut [1318],FALSE,24/05/2005,LP,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH05,1318,Cut,7,7,T1.2,1293,Excavation,in situ,cut for [1317],FALSE,24/05/2005,LP,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH05,1319,Deposit,546,546,S31.1,743,Wall,disorganized,turf,FALSE,24/05/2005,ÓGS,1650,1700,1660-1690,Bishops Former Living Quarters
SKH05,1320,Group,163,1320,S12.1,743,Building,in situ,house/room south of [421],FALSE,25/05/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1321,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash deposit,FALSE,25/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1322,Deposit,1200,1200,S5.3,743/161,Floor,in situ,"turf deposit in room [1200], sealing lower floor",FALSE,25/05/2005,ÁE,1760,1780,1750-1780,Bishops Dining Room
SKH05,1323,Deposit,546,546,S31.1,743,External area,in situ,drain fill north of group [1295]; infill between rooms 1200 & 1100,FALSE,25/05/2005,ÓGS,1650,1700,1660-1690,Bishops Former Living Quarters
SKH05,1324,Deposit,1335,1335,S18.8,1293,Wall,disorganized,dark grey silt dump,FALSE,25/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1325,Deposit,747,691,S11.3,743,Wall,in situ,wall section; external side of n. wall of 1100,FALSE,26/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1326,Group,7,7,T1.2,1293,Excavation,in situ,"group of fill and cut [1317], [1318]; GÓ Trench 84:2.2",FALSE,26/05/2005,LP,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH05,1327,Deposit,634,1070,MC.2,1070,Wall,disorganized,turf dump,TRUE,26/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1328,Group,1624,1624,S6.2,743,Drain,disturbed,drain,FALSE,26/05/2005,GML,1760,1800,1750-1810,Bishops Living Quarters
SKH05,1329,Deposit,1320,1320,S12.1,743,Floor,in situ,floor layer,TRUE,26/05/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1330,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash dump,FALSE,26/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1331,Deposit,546,546,S31.1,743,External area,disturbed,turf section,FALSE,26/05/2005,ÓGS,1650,1700,1660-1690,Bishops Former Living Quarters
SKH05,1332,Deposit,1335,1335,S18.8,1293,Slopewash,in situ,mixed of winblowed material and peatash,FALSE,26/05/2005,LP,1790,1830,1780-1840,Midden
SKH05,1333,Deposit,1328,1624,S6.2,743,Drain,in situ,turf fill,FALSE,26/05/2005,GML,1760,1800,1750-1810,Bishops Living Quarters
SKH05,1334,Deposit,1328,1624,S6.2,743,Drain,in situ,stone sides,FALSE,26/05/2005,GML,1760,1800,1750-1810,Bishops Living Quarters
SKH05,1335,Group,163,1335,S18.6,1293,Building,in situ,búrherbergi,FALSE,27/05/2005,LP,1760,1770,1750-1780,Pantry
SKH05,1336,Deposit,1174,1174,S6.3,743,Floor,disturbed,ashy layer - floor?,FALSE,27/05/2005,GML,1800,1890,1780-1900,Bishops Living Quarters
SKH05,1337,Deposit,1200,1200,S5.3,743,Platform,in situ,mixed turf - collapse (?); upper floor levelling,FALSE,27/05/2005,ÁE,1760,1780,1750-1780,Bishops Dining Room
SKH05,1338,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash layer,FALSE,27/05/2005,LP,1790,1830,1780-1840,Midden
SKH05,1339,Deposit,1295,1295,S11.3,743,Floor,in situ,charcoal layer in corridor,TRUE,27/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1340,Deposit,1320,1320,S12.1,743,Floor,in situ,wooden remains under/ in floor [1329],FALSE,27/05/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1341,Deposit,1295,1295,S11.3,743,Wall,in situ,turf wall,FALSE,27/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1342,Deposit,666,1200,S5.3,743,Floor,in situ,turf debris; upper floor,FALSE,27/05/2005,ÁE,1760,1780,1750-1780,Bishops Dining Room
SKH05,1343,Deposit,634,1070,MC.2,1070,Midden,in situ,charcoal layer,TRUE,27/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1344,Deposit,1174,1174,S6.4,743,Wall,disorganized,turf collapse,FALSE,27/05/2005,GML,,1890,1870-1900,Millers Workshop
SKH05,1345,Deposit,1295,1295,S11.3,743,Construction,in situ,white/red clay mixed layer,FALSE,27/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1346,Deposit,1211,1200,S5.2,743,Floor,in situ,"floor, black turfy",TRUE,30/05/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1347,Deposit,1211,1200,S5.2,743,Floor,in situ,"floor, black turfy",TRUE,30/05/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1348,Deposit,1211,1200,S5.2,743,Floor,in situ,"floor, black turfy",TRUE,30/05/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1349,Deposit,1211,1200,S5.2,743,Floor,in situ,"floor, black turfy",TRUE,30/05/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1350,Deposit,1211,1200,S5.2,743,Floor,in situ,"floor, black turfy",TRUE,30/05/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1351,Deposit,1335,1335,S18.8,1293,Wall,disorganized,sandy silt with turf and charcoal,FALSE,30/05/2005,LP,1790,1830,1780-1840,Midden
SKH05,1352,Deposit,634,1070,"MC.2
MC.2",1070,Midden,in situ,peaty midden dump,TRUE,30/05/2005,GH,,,,
SKH05,1353,Deposit,1174,1174,S6.3,743,Floor,disturbed,turf and stone dump; sub-floor levelling?,FALSE,30/05/2005,GML,1800,1890,1780-1900,Bishops Living Quarters
SKH05,1354,Deposit,747,691,S11.3,743,Wall,in situ,section of turf wall,FALSE,30/05/2005,ÓGS,1730,1740,1720-1750,Priests Living Quarters
SKH05,1355,Deposit,1335,1335,S18.8,1293,Midden,in situ,"peatash layer, dark",FALSE,30/05/2005,LP,1790,1830,1780-1840,Midden
SKH05,1356,Deposit,2756,2756,S11.1,743,Floor,in situ,charcoal layer north of drain,FALSE,31/05/2005,ÓGS,1690,1720,1690-1720,Living Quarters
SKH05,1357,Deposit,1335,1335,S18.8,1293,Wall,disorganized,dark brown turf dump,FALSE,31/05/2005,CKH,1790,1830,1780-1840,Midden
SKH05,1358,Deposit,634,1070,MC.3,1070,Midden,in situ,turf / charcoal layer,TRUE,31/05/2005,GH,1750,1900,1750-1810,Midden Zone C
SKH05,1359,Deposit,972,1624,S6.1,743,Floor,in situ,floor,TRUE,31/05/2005,GML,1720,1760,1720-1780,Bishops Living Quarters
SKH05,1360,Deposit,1286,2757,S11.2,743,Floor,in situ,small charcoal peatash on top of postpad,FALSE,31/05/2005,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH05,1361,Deposit,709,1200,S5.3,743,Floor,in situ,turf collapse / debris upagainst S-wall of room [1200]; upper floor,FALSE,31/05/2005,ÁE,1760,1780,1750-1780,Bishops Dining Room
SKH05,1362,Deposit,1335,1335,S18.8,1293,Midden,in situ,peatash layer,FALSE,31/05/2005,UÆ/LP,1790,1830,1780-1840,Midden
SKH05,1363,Deposit,634,1070,MC.3,1070,Midden,in situ,peatash layer,FALSE,31/05/2005,GH,1750,1900,1750-1810,Midden Zone C
SKH05,1364,Deposit,1282,691,S11.2,743,Drain,in situ,drain fill in room [691],FALSE,31/05/2005,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH05,1365,Deposit,634,1070,MC.2,1070,Wall,disorganized,turf dump,TRUE,31/05/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1366,Deposit,1282,691,S11.1,743,Drain,in situ,drain fill in room [691],FALSE,31/05/2005,ÓGS,1690,1720,1690-1720,Living Quarters
SKH05,1367,Deposit,1266,1266,S4.2,161,Floor,in situ,flagstones in passage between manicorridor and side corridor,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1368,Deposit,1266,1266,S4.2,161,Floor,in situ,mixed turf layer - levelling?,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1369,Deposit,1282,691,S11.1,743,Drain,in situ,sidestones in drain,FALSE,01/06/2005,ÓGS,1690,1720,1690-1720,Living Quarters
SKH05,1370,Deposit,690,690,S19.3,743,Excavation,in situ,lower fill of Marcus robber cut,FALSE,01/06/2005,AFH/SÞ,1790,1830,1780-1840,School Refectory
SKH05,1371,Deposit,1381,1320,S12.1,743,Fireplace,in situ,fill in [1372],FALSE,01/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1372,Cut,1381,1320,S12.1,743,Fireplace,in situ,cut under floor in [1320],FALSE,01/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1373,Deposit,1266,1266,S4.2,743,Floor,in situ,turf debris; levelling?,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1374,Deposit,1266,1266,S4.2,743,Floor,in situ,mixed layer with flagstones etc; levelling,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1375,Deposit,1320,1320,S12.1,743,Post setting,in situ,secondary post pads in nw- corner,FALSE,01/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1376,Deposit,634,1070,MC.2,1070,Midden,in situ,charcoal layer,TRUE,01/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1377,Deposit,949,1624,S6.2,743,Floor,in situ,turf layer; levelling,FALSE,01/06/2005,GML,1760,1800,1750-1810,Bishops Living Quarters
SKH05,1378,Deposit,2758,2758,S11.2,743,Floor,in situ,turf layer; levelling,FALSE,01/06/2005,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH05,1379,Deposit,1266,1266,S4.2,743,Drain,in situ,(drain?) fill,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1380,Deposit,634,1070,MC.2,1070,Wall,disorganized,turf dump,TRUE,01/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1381,Group,1320,1320,S12.1,743,Fireplace,in situ,group no. for [1371] and [1372],TRUE,01/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1382,Deposit,1320,1320,S12.1,743,Floor,in situ,deposit in nw-corrner of floor 1320; levelling,TRUE,01/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1383,Deposit,1266,1266,S4.2,743,Floor,in situ,turf layer underneath corridor wall; levelling?,FALSE,01/06/2005,EH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH05,1384,Deposit,775,775,S7.3,743,Floor,in situ,floor,FALSE,01/06/2005,GML,1800,1840,1780-1840,Vestibule & Corridor
SKH05,1385,Deposit,775,775,S7.3,743,Floor,in situ,sub-floor turf,FALSE,01/06/2005,GML,1800,1840,1780-1840,Vestibule & Corridor
SKH05,1386,Deposit,634,1070,MC.2,1070,Midden,in situ,silt / charcoal and peatash dump,TRUE,02/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1387,Deposit,989,989,S4.1,161,Wall,in situ,stone wall,FALSE,02/06/2005,EH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH05,1388,Deposit,690,690,S19.3,743,Wall,disorganized,turf collapse,FALSE,02/06/2005,CKH,1790,1830,1780-1840,School Refectory
SKH05,1389,Deposit,2758,2758,S11.2,743,Floor,in situ,turf make up layer,FALSE,02/06/2005,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH05,1390,Deposit,1211,1200,S5.2,743,Floor,in situ,floor in rom [1200],TRUE,02/06/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1391,Deposit,1211,1200,S5.2,743,Floor,in situ,floor in rom [1200],TRUE,02/06/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1392,Deposit,1211,1200,S5.2,743,Floor,in situ,floor in rom [1200],TRUE,02/06/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1393,Deposit,1211,1200,S5.2,743,Floor,in situ,floor in rom [1200],TRUE,02/06/2005,ÁE,1740,1760,1720-1780,Bishops Dining Room
SKH05,1394,Deposit,690,690,S19.3,743,Wall,disorganized,Narrow silt and stone filled hollow against south wall - slopewash,FALSE,02/06/2005,AFH/SÞ,1790,1830,1780-1840,School Refectory
SKH05,1395,Deposit,1320,1320,S12.1,743,Floor,in situ,turf collapse in southern part of corridor,FALSE,02/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1396,Deposit,1320,1320,S12.1,743,Floor,in situ,floor in nw-corrner of  [1320],TRUE,02/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1397,Deposit,634,1070,MC.2,1070,Midden,in situ,large peatash layer,TRUE,02/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1398,Deposit,2757,2757,S11.2,743,Floor,in situ,turf make up layer,FALSE,02/06/2005,ÓGS,1720,1730,1720-1750,Priests Living Quarters
SKH05,1399,Deposit,1335,1335,S18.8,1293,Wall,disorganized,gritty turf with charcoal,FALSE,02/06/2005,LP,1790,1830,1780-1840,Midden
SKH05,1400,Deposit,634,1070,MC.2,1070,Slopewash,in situ,brown silty - north trad,FALSE,02/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1401,Deposit,1335,1335,S18.8,1293,Wall,disorganized,uniform turf,FALSE,03/06/2005,UÆ/LP,1790,1830,1780-1840,Midden
SKH05,1402,Deposit,775,775,S7.3,743,Floor,in situ,turf levelling layer,FALSE,03/06/2005,GML,1800,1840,1780-1840,Vestibule & Corridor
SKH05,1403,Deposit,989,989,S4.1,161,Wall,in situ,furly in fill of doorway,FALSE,03/06/2005,EH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH05,1404,Deposit,634,1070,MC.2,1070,Midden,in situ,large peatash layer,FALSE,03/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1405,Deposit,634,1070,MC.2,1070,Wall,disorganized,silt / turf deposit,FALSE,03/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1406,Deposit,1287,775,S7.2,743,Drain,in situ,turf collapse layer/side stones,FALSE,03/06/2005,GML,1760,1800,1750-1810,Vestibule & Corridor
SKH05,1407,Deposit,1299,1299,S9.1,161,Wall,disorganized,compact turf layer - in gap between 1100 and 1200,FALSE,03/06/2005,ÓGS,1740,1800,1750-1810,Living Quarters
SKH05,1408,Deposit,1335,1335,S18.8,1293,Midden,in situ,paeatash in west end,FALSE,03/06/2005,UÆ,1790,1830,1780-1840,Midden
SKH05,1409,Deposit,634,1070,MC.2,1070,Midden,in situ,charcoal and peatash layer,FALSE,03/06/2005,GH,1700,1750,1690-1750,Midden Zone C
SKH05,1410,Deposit,1916,1916,S4.1,161,Floor,in situ,compact layer  - floor - 2520?,FALSE,06/06/2005,EH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH05,1411,Deposit,1320,1320,S12.1,743,Wall,in situ,wall of [1320],FALSE,06/06/2005,MS,1690,1740,1690-1750,Living Quarters
SKH05,1412,Deposit,1335,1335,S18.8,1293,Wall,disorganized,Thick turf collapse under,FALSE,06/06/2005,UÆ/LP,1790,1830,1780-1840,Midden
