ID,Site code,Context,ID No,Components present/brief description,Material,Name,Species ID,Length mm,min Width mm,max Width mm,Diameter mm,Thickness mm,Secondary cuts,other materials present,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
178,SKH06,2521,9858,"distorted and curled forepart of straight insole with line small holes around the edge (from pegging rather than stitching), cut away across the toe and waist, female size",Leather,"Shoe bottom component, pegged","bovine, worn",105,,64,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
179,SKH06,2521,9858,"piece of thick leather with cut and torn edges, one cut edge is stepped like the sole from the same context, likely to be from a thick shoe upper, no other distinguishing features",Leather,"Shoe, upper fragment","cattle hide, worn",170,,58,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
189,SKH06,2637,15851,"Panel from rectangular book cover with 2 cut edges at right angles, torn obliquely away and half is now missing, distorted with a U-shaped profile. Stamped decoration with a double, triple creased border, the central panel has a large central palmette with a stamped floral motif at the left and right corner of a smaller panel above, all enclosed within a border. The border filled with a line of oval medallions with a leaf within a beaded border with a row of palmettes around the outside. All stamped from the grain side. Over stamped in the corners",Leather,Book cover,calfskin,105,,88,,1,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
190,SKH06,2638,15838,piece cut from a shoe upper with decorative tunnel stitching SL 2mm and a V-shape on the flesh side and whip stitching on grain side for a lining,Leather,Shoe upper,calfskin,56,,33,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
191,SKH06,2638,15848,"latchet lining with whip stitched sides and a straight end, wider end cut off. Two pairs of fastening slots present 6mm long 6mm apart 13mm between the two pairs",Leather,Shoe upper lining,worn ?calfskin,90,12,21,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
192,SKH06,2641,15846,"compete insole made in 2 pieces with an oblique butted edge/flesh seam across the seat. Ovaql toe, petal shaped tread, narrow waist and long wide seat. Edge/flesh seam SL 7mm. Impression of bracing thread on flesh side of seat only. Oval peg hole at the seat. Nearly straight but possibly worn on the left foot.",Leather,Shoe bottom component,bovine,230,30,70,,,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
193,SKH06,2641,15910,length of flat welt with line of well spaced round holes (D 2mm) SL 7mm and outer line of irregular oval holes,Leather,Shoe bottom component,bovine,115,,12,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
194,SKH06,2641,15910,edge/flesh seam SL 6-7mm cut from an insole,Leather,Shoe bottom fragment,bovine,70,,10,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
195,SKH07,2643,15822,piece torn from a stacked leather heel lift with large peg holes,Leather,Shoe heel fragment,"bovine, worn",52,,29,,1.5,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
196,SKH07,2643,15822,triangular offcut,Leather,"Waste, secondary",cattle hide,49,,20,,6,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
197,SKH07,2643,15849,"nearly complete large D-shaped stacked leather heel with large wooden oval sectioned pegs around the edge of the top piece and in the centre. Adult male size, number of layers uncertain Ht 26mm",Leather,Shoe heel,,73,,73,,,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
198,SKH07,2643,15852,two triangular jumps of different leathers used to make up a stacked leather heel with large peg holes present,Leather,Shoe heel fragments,bovine some hair present,51,,41,,1.5,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
199,SKH07,2643,15852,almost circular top piece from womans  heel with large wooden peg holes,Leather,Shoe heel fragment,"bovine, worn",54,,53,,2,no,wooden pegs,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
200,SKH07,2643,15852,tongue shaped top piece with wooden pegs from a womans shoe,Leather,Shoe heel fragment,bovine,59,,42,,2,no,wooden pegs,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
201,SKH07,2643,15852,3 fragments of bottom packing,Leather,Shoe bottom fragments,,62,,11,,3,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
202,SKH07,2643,15852,thick triangular offcut,Leather,"Waste, secondary",cattle hide,57,,26,,5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
203,SKH07,2643,16078,small fragment torn from stacked leather heel lift with large wooden peg holes,Leather,Shoe heel fragment,cattle hide,26,,12,,4,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
204,SKH07,2644,15847,cut lower leg from front of tall boot with tongue shaped cut out with butted edge/flesh seam SL 2mm and small area of vertical seam present. Whip stitching on grain side in 2 areas from a lining. Flesh outward,Leather,Boot leg,"calfskin, thick",170,,294,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
205,SKH07,2644,15847,length of edge/flesh butted seam cut away with a line of grain/flesh stitching SL 4mm possibly for the attachment of a boot strap. From the same boot. Adult male size,Leather,Boot fragment,"calfskin, thick",188,,27,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
206,SKH07,2644,15847,trimming,Leather,"Waste, secondary",cattle hide,81,,6,,4,,felt,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
207,SKH07,2644,16077,narrow trimming with a straight cut and skived edge,Leather,"Waste, trimming",cattle hide,46,,7,,4.07,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
208,SKH07,2644,16082,trimming cut from grain/flesh seam SL 5mm cut from a shoe part,Leather,"Shoe upper, offcut","bovine, beginning to delaminate",35,,4,,2.4,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
209,SKH07,2649,15827,small piece with butted edge/flesh seam SL 2mm cut from shoe upper,Leather,"Shoe upper, offcut",bovine,28,,15,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
210,SKH07,2649,15827,peice torn from edge of bottom component compacted no grain pattern,Leather,Shoe bottom fragment,no grain pattern,71,,8,,3,no,felt,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
211,SKH07,2649,15858,"triangular piece cut from a stacked leather heel lift with wooden peg, adult size",Leather,Shoe heel fragment,cattle hide,47,,40,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
212,SKH07,2649,15858,trimming cut from grain/flesh seam SL 2mm cut from a shoe part,Leather,Shoe upper offcut,bovine,31,,10,,1.5,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
213,SKH07,2649,15919,"large sole cut away before the seat. Oval toe, broad natural tread, broad waist. Grain/flesh seam SL 6mm within a stitching channel, thread present in places. Tread worn but not worn through.  Adult male left foot",Leather,"Shoe bottom, welted",bovine,190,58,99,,,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
214,SKH07,2650,15832,"small rectangular piece cut from upper with whip stitching to attach a lining and a butted edge/flesh seam SL 2mm. Grain inward, flesh outward",Leather,"Shoe upper, offcut",calfskin,63,,10,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
215,SKH07,2650,15859,"complete sole now distorted by wear, worn on right foot but made virtually straight. Blunt oval toe, natural tread, slight waist and long wide seat. Grain/flesh small stitch holes within a stitching channel in the grain side SL 3mm. Impression of separate heel present on the grain side. 2 pairs of horizontal large oval holes with the impression of an oval dowel passing horizontally between them in the upper (flesh) side. No pronounced wear present",Leather,Shoe bottom component,bovine,243,51,82,,4,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
216,SKH07,2650,15862,triangular offcut,Leather,"Waste, secondary",cattle hide,58,,28,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
217,SKH07,2651,15889,"rectangular offcut broken at one end, other edges cut",Leather,"Waste, secondary",bovine,40,,18,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
218,SKH07,2652,15853,roughly circular shape with an angular cut-out,Leather,"Waste, secondary",cattle,80,,77,,3.5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
219,SKH07,2652,15853,curved piece with a tongue-shaped piece removed,Leather,"Waste, secondary",cattle,65,,75,,3,,felt,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
220,SKH07,2652,15853,"adult insole cut off across the seat, broken down the left side of the forepart. Appears straight with edge/flesh seam SL7-8mm. Piece cut from edge of tread of a middle sole or midsole packing with impression of bracing thread on the grain side. Lasting margin of shoe upper cut away from vamp surviving to a max height 32mm, with lasting margin of large holes 8mm aprart slightly pleated at the oval toe, flesh side outward, also fragments broken from it",Leather,"Shoe, welted",calfskin upper flesh side outward,177,43,,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
221,SKH07,2652,15853,"tapering sub-triangular off cut wiith cut and torn edges,much soil adhering",Leather,"Waste, secondary","bovine, worn",96,,30,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
222,SKH07,2652,15853,"tapering sub-triangular off cut wiith cut and torn edges, much soil adhering",Leather,"Waste, secondary",worn ?bovine,45,,19,,1,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
223,SKH07,2653,15856,"rectangular piece with faint whip stitching along the two sides, one end broken along a line of stitch holes, other end worn with a stitch hole present",Leather,"Strap,lining",bovine,57,,19,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
224,SKH07,2653,15856,irregular piece with cut and torn edges,Leather,"Waste, secondary","bovine, worn",59,,58,,2.5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
225,SKH07,2653,15856,triangular piece,Leather,"Waste, secondary",bovine?,53,,19,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
226,SKH07,2653,16041,"flat strip with a central line of grain/flesh saddle stitched holes, SL 12mm from a welt/bead or possibly the lasting margin cut from a shoe upper?",Leather,Shoe part?,calfskin,85,,7,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
227,SKH07,2653,16041,triangular off cut,Leather,"Waste, secondary",bovine,54,,22,,2.5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
228,SKH07,2653,16041,narrow trimming,Leather,"Waste, secondary",bovine,58,,4,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
231,SKH07,2672,15820,"2 pieces probably broken from the same plain strap, 1 with a cut end has worn whip stitching around the edge and grain/flesh stitching across the centre to attach a strengthening piece originally or an additional length of strap, one central hole probably for a buckle pin also present. Combined length given",Leather,Strao,calfskin,97,,18,,1.5,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
232,SKH07,2672,15820,4 small pieces cut or broken from shoe bottoms with stitch or peg holes present,Leather,"Shoe, bottom fragments",bovine,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
233,SKH07,2672,15820,"elongated triangular offcut,worn no grain pattern present",Leather,"Waste, secondary",,65,,29,,1,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
234,SKH07,2672,15836,"peice cut from edge of bottom component, probably sole,  with stitching or small peg holes",Leather,"Shoe, bottom fragment",bovine,72,,18,,5,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
235,SKH07,2672,15857,"complete midsole adult size straight with broad square toe wide waist and long wide seat, slashed vertically down the centre, impression of bracing thread on seat area grain side and line of grain/flesh holes SL4mm along the edge with definite saddle stitching around the seat. Oval peg holes and smaller holes at the seat to attach a separate heel (missing). Right corner of toe cut off obliquely. Worn on left foot",Leather,"Shoe, bottom welted",bovine,248,56,85,,,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
236,SKH07,2672,15888,"2 small pieces all edges torn, heavily compacted, likely to be broken shoe bottom components little/no grain pattern surviving",Leather,Scrap,,45,,13,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
237,SKH07,2673,15885,narrow trimming,Leather,"Waste, secondary","bovine, delaminated",62,,11,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
238,SKH07,2673,15885,narrow trimming,Leather,"Waste, secondary","bovine, delaminated",34,,5,,2,,felt,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
239,SKH07,2673,15866,"lower tread, medium/wide waist and upper seat area of shoe bottom component with seam of small grain/flesh holes, SL 2mm around the edge",Leather,Shoe bottom,"bovine, worn",104,48,67,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
240,SKH07,2674,15860,"offcut torn at one end with all other edges cut, stepped as though wide thongs or straps had been cut from it",Leather,"Waste, secondary",bovine,80,6,19,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
241,SKH07,2675,15850,triangular offcut,Leather,"Waste, secondary","bovine, worn",46,,23,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
242,SKH07,2676,15864,"part of strap broken across a line of stitching at one end with faint stitching along the other end which is heavily worn, grain/flesh stitching along one edge and part way along the other",Leather,Strap,cattle hide,68,,17,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
243,SKH07,2676,16088,"Forepart of welted or pegged tread (half) sole adult size with oval toe and medium tread with skived bottom edge, worn away along the left side.",Leather,Shoe bottom,bovine,115,,88,,4,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
244,SKH07,2676,16088,"Whip stitched seam, SL 4mm,  cut away from a shoe upper",Leather,"Shoe upper, part",calfskin,145,,14,,2.5,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
245,SKH07,2676,16088,"trimming, delaminated",Leather,"Waste, secondary","bovine, delaminated",51,,10,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
247,SKH07,2678,15855,piece cut from a shoe lift or jump with large peg holes,Leather,Shoe heel,bovine,46,,34,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
248,SKH07,2678,15855,piece from edge of shoe bottom component,Leather,Shoe bottom fragment,cattle hide,81,,22,,8,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
249,SKH07,2678,15855,triangular piece trimmed from the edge of a bottom unit component,Leather,Shoe bottom part,cattle hide,52,,18,,2,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
261,SKH07,2780,15922,"jump of stacked leather heel with line of grain/flesh holes around the edge, adult womans size",Leather,Shoe heel part,cattle hide,47,,12,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
262,SKH07,2780,15922,"piece cut from quarters with grain/flesh lasting margin, SL 6mm, butted edge/flesh front and back seams, SL 2mm cut away along the top edge. Worn whip stitching on inside (grain) to attach a lining or heel stiffener",Leather,Shoe upper,bovine,67,,,,1.5,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
263,SKH07,2780,15922,length of upper lasting margin with round grain/flesh stitch holes SL 6mm torn away from the rest of the shoe,Leather,Shoe upper part,calfskin,140,,,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
264,SKH07,2780,16132,"circular washer or button with crudely cut central hole (5x3mm), appears to be made from recycled leather as 2 small holes present, slightly dished in profile",Leather,Washer,sheep/goatskin probably goat,,,,24,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
265,SKH07,2788,16047,delaminated,Leather,"Waste, secondary",cattle hide,42,,20,,4,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
266,SKH07,2788,16047,delaminated fragment of compacted leather likely to come from a shoe bottom component,Leather,Scrap,delaminated,35,,26,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
267,SKH07,2789,15883,"small length of lasting margin, SL 6m torn from upper, now distorted",Leather,Shoe upper,bovine,72,,12,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
268,SKH07,2789,16042,hide edge trimming,Leather,"Waste, primary",cattle hide,52,,15,,5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
280,SKH07,2782,15830,"trimming, worn",Leather,"Waste, secondary","bovine, probably",101,,6,,1,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
281,SKH07,2782,15830,trimming,Leather,"Waste, secondary",sheep/goatskin,24,,9,,1.5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
375,SKH06,2521,9859,forepart cut from a welted shoe sole of adult male size. Blunt oval toe with grain/flesh stitching SL 7mm around the edge within a stitching chaneel,Leather,Shoe bottom component,cattle hide,108,,85,,4,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
376,SKH06,2521,9859,"top piece of a D-shaped heel with oval peg holes present, adult size. Wooden peg present 10mm long, max 4mm wide",Leather,Shoe heel fragment,bovine,51,,62,,2,,wooden peg,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
377,SKH06,2521,9859,"side broken from a stacked leather heel lift with large oval peg holes, adult male size (not fitting to the top piece from the same context)",Leather,Shoe heel fragment,cattle hide,60,,31,,2,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
378,SKH06,2521,9859,corner broken from another item,Leather,?Shoe bottom fragment,cattle hide,20,,20,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
379,SKH06,2521,9862,"right side of welted insole, cut away vertically from the rest of the insole, edge/flesh seam SL 7mm down one side, thread present (vegetable probably linen). Insole has obal toe",Leather,"Shoe bottom component, welted",cattle hide,162,,25,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
380,SKH06,2521,15924,"complete insole worn on right foot but made virtually straight. Oval toe, broad natural tread, medium/wide waist and long wide seat. Holes around the edge 3-4mm apart more widely spaced around the seat. Central peg hole at the seat to attach a separate heel. Some pegs present within the holes",Leather,"Shoe bottom component, pegged",cattle hide,246,51,90,,,no,wooden pegs,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
381,SKH06,2521,18151,"oval toe puff, adult size, right foot. Lasting margin slightly pleated at the toe with round large holes, stitch length 7-10mm diam 1.5mm  no certain if stitched or pegged. Front edge skived no obvious stitching, placed gain side inward to the vamp, flesh to the foot.",Leather,Shoe upper part,calfskin,51,,99,,1.44,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
382,SKH06,2521,18151,"piece cut from heavily worn upper with unmoulded lasting margin with stitch or peg holes, worn stitching and small holes present along the right side, deliberately cut with both ends torn away. Grain side worn, flesh side deteriorated",Leather,"Shoe upper fragment, cut",cattle hide,181,,50,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
383,SKH06,2521,18151,"rectangular folded facing or lining with whip stitching along th edges and a pair of parallel slots 5mm apart in the centre close to the fold. Now folded with grain side inward, flesh side outward",Leather,"Shoe, upper lining",bovine,95 (49 folded),,20,,1.7,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
384,SKH06,2521,18151,"large semi-circular stacked leather heel jump with oval peg holes, adult male size with wooden peg insitu",Leather,"Shoe bottom unit, heel part",bovine,84,,36,,1.1,no,wood peg,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
385,SKH06,2521,18151,rectangular offcut from which a tread sole has been cut,Leather,"Waste, secondary",cattle hide,175,,100,,4.33,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
386,SKH06,2521,18151,triangular offcut,Leather,"Waste, secondary",cattle hide,59,,41,,5.6,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
387,SKH06,2521,18151,"wide trimming with a slash along the grain side, wider end torn, narrower cut",Leather,"Waste, secondary","cattle hide, worn",90,12,17,,3.67,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
388,SKH06,2521,18151,narrow trimming,Leather,"Waste, secondary","cattle hide, worn",82,,4,,1.45,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
389,SKH06,2521,18151,narrow trimming,Leather,"Waste, secondary",cattle hide,36,,5.5,,2.09,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
390,SKH06,2521,18151,"tapering trimming,",Leather,"Waste, secondary",no grain pattern,101,4,10,,1.73,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
397,SKH07,2678,15855,trapezoidal piece from shoe upper with two butted edge/flesh seams SL 2mm,Leather,Shoe upper,calfskin,35,,19,,2,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
398,SKH07,2678,15855,narrow trimming,Leather,"Waste, secondary",cattle hide,91,,12,,3,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
399,SKH07,2678,15855,narrow trimming,Leather,"Waste, secondary",cattle hide,60,,5,,5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
400,SKH07,2678,15865,"intersectional cutting piece, dark brown with a few hairs present",Leather,"Waste, secondary",cattle hide,77,,41,,4,,wood (thin fragment),S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
403,SKH07,2701,15867,Lift from a D-shaped stacked leather heel with large and small peg holes and a large hole worn through the centre. Adult male size,Leather,Shoe heel,cattle hide,60,,71,,2.5,no,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
404,SKH07,2709,15861,,Leather,"Waste, secondary",bovine,72,,18,,2.5,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
405,SKH07,2709,15861,,Leather,"Waste, secondary","bovine, delaminated",41,,16,,1,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
406,SKH07,2709,16085,"rectangular piece cut from a shoe bottom component, probably wasit area, with a single grain/flesh hole present at each side",Leather,Shoe bottom part,"bovine, no grain pattern remaining",9,,61,,3,yes,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
157,SKH06,2341,9860,seat area cut from insole with edge/flesh seam SL 7mm and remains of bracing thread,Leather,"Shoe bottom component, welted",cattle hide,41,,51,,2,yes,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
158,SKH06,2341,9860,lift from small D-shaped stacked leather heel with grain/flesh holes around the edge and large peg holes in the centre. Womans heel,Leather,Shoe bottom heel,cattle hide,43,,40,,2.5,no,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
159,SKH06,2341,9865,"rectangular piece with very worn whip stitched edge, two other sides with grain/flesh seam, both wrinkled and distorted. More worn along one side of the panel than the other. Chestnut brown in colour",Leather,panel fragment,sheep/goat,39,,31,,1,no,felt,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
160,SKH06,2341,18148,"toe area deliberately cut from a midsole or insole of adult size, cut away across the toe and upper tread with a line of peg holes and impression of lasting margin present on the left side, edge broken away along the right side. Grain upward",Leather,Shoe bottom unit component,"bovine, presumed",68,,106,,2.83,yes,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
161,SKH06,2341,18148,"complete toe puff of adult size with oval toe. Lasting margin, stitch length 10mm, slightly pleated, round holes widely spaced uncertain whether stitched or peg holes. Placed grain inward to the foot, flesh side toward the vamp. Front edge is not whip stitched but folded over into a hem 7mm wide with the edge skived and apparently stuck down.",Leather,Shoe upper part,"possibly sheep/goat, heavily worn",90,,110,,1.63,no,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
181,SKH06,2573,18150,"trimming cut from a shoe part with a butted edge/flesh seam, stitch length 2-3mnm",Leather,"Waste, secondary, shoe","bovine, worn",69,,11,,2.4,yes,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
182,SKH06,2573,18150,trapezoidal offcut with all edges cut with a line of decorative tunnel stitching running across the flesh side,Leather,"Waste, secondary, shoe","bovine, delaminating",38,,29,,2.2,yes,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
183,SKH06,2573,18150,"triangular offcut, inflexible",Leather,"Waste, secondary",cattle hide,62,,29,,4,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
252,SKH07,2765,15920,elongate triangular offcut with degraded surface little grain pattern remaining,Leather,"Waste, secondary",?bovine,61,,18,,2,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
253,SKH07,2770,15916,"wide elongated triangular trimming, much of grain surface degraded species uncertain but definitely not a felt",Leather,"Waste, secondary",unrecognised,95,,14,,2.5,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
254,SKH07,2772,15909,highly distorted remains of glove panel made in one piece and folded vertically down one side with two fingers remaining with fine grain/flesh whip stitching SL 1mm. Decorated with small incised motifs included a line of small paired vertical nicks and 3 lozenges of cut crosses. Also a V-shaped quirk with similar fine stitching 50x13mm.,Leather,Glove,"sheepskin, worn",103,,90,,1,no,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
255,SKH07,2774,15868,"left quarters with grain/flesh lasting margin SL 8mm and peg holes, straight butted edge/flesh back seam and dog-leg front seam, top edge cut off. A small length of decorative tunnel stitching present close to the front seam, on inside (grain) a line of stitching to attach a low heel stiffener. Flesh outward. Also long low shoe lining of calfskin with whip stitched top edge and a fragment of rolled welt from the seat area of shoe bottom width 19mm",Leather,Shoe upper,bovine,104,,,,2.5,yes,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
256,SKH07,2775,15824,triangular,Leather,"Waste, secondary","bovine, worn",23,,22,,2.5,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
257,SKH07,2775,15917,"jump from a large stacked leather heel with large central peg hole, Adult size",Leather,Shoe heel part,possibly sheep/goat,54,,68,,2,no,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
258,SKH07,2775,15917,"crescentic piece cut and torn from a larger item, probably a shoe upper, no distinguishing features remain",Leather,"Waste, secondary","calfskin, worn",110,,26,,3,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
259,SKH07,2775,15917,long tapering trimming of the same leather as other waste from this number,Leather,"Waste, secondary",calfskin,202,,5,,3,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
351,SKH07,2844,15925,"wide plain strap with terminal with slightly cropped corners, the other end torn, with a large round hole D9x8mm in the centre of the terminal. Grain side has lattice of faint oblique impressed lines reminiscent of 'Russian leather', though soil on the surfaces obscures some of the detail",Leather,Strap/spur leather?,bovine,211,,50,,3,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
352,SKH07,2844,15925,"second piece likely to be torn from the above but no actual join present, this has a similar large hole with a slit to take a chape fastening at the straight terminal. Similiar linear impressed decoration on the grain side. Possibly a spur leather for a large stiff legged boot?",Leather,Strap/spur leather?,bovine,65,,52,,3,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
353,SKH07,2844,15925,"single jump from a D-shaped stacked leather heel with wooden peg of conifer wood present, adult size",Leather,"Shoe heel, part",cattle hide,65,,26,,4,,wooden peg ID as conifer wood,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
354,SKH07,2844,15925,rectangular piece,Leather,"Waste, secondary","bovine, worn",81,34,38,,2.5,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
