ID,ID -Find Number,Degree of completeness,Box Number,SKH context/unit nr,SKH find nr,SKH sample nr,Find year SKH,Same as-,Number of fragments,Part of clay pipe,Original mouth piece,Length of stem (mm),Diameter of stem (mm),Stem shape,Functionally complete stem -length,Shape of bowl/typologie,Hight of bowl,Outter diameter of bowl,Colour of clay,Surface treatment,Production marks,Usage,Diagonal carving,Description re-use/use after break,Post-depostional marks,Heel,Kind of Mark,Location of mark,Mark description,Mark on side of heel,Side mark description,Origin,Region/city,Manufactur,Decoration,Decoration technique,Location of decoration,Description of decoration,Quality,Description quality,Dating,Dating Duco,Dating Meulen,Comments,Drawing/Fotography,Referrence,Building Phases_Building Phase,Real Date,Start Date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,
2419,2419,Stem fragment,12,1423,7836,,2005,,1,Stem,FALSE,18,5.5,Slightly oval,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2420,2420,Stem fragment,12,1423,7836,,2005,,2,Mouth piece;Stem,FALSE,18,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Teeth marks and rounded edges,,,,,,,,,,,,,,,,Fragments too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2421,2421,Stem fragment,12,1423,7836,,2005,,1,Stem,FALSE,16,6.5,Slightly oval,,,,,Grey,,,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 1 band; broken in middle",,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2422,2422,Stem fragment,12,1423,7836,,2005,,1,Shank;Stem,FALSE,14,5.5,Circular,,,,,White,Polished,Holes,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2423,2423,Stem fragment,12,1423,7836,,2005,,1,Stem,FALSE,12,6.0,Slightly oval,,,,,White,,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2424,2424,Stem fragment,12,1423,7836,,2005,,1,Stem,FALSE,12,0.0,,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,Only 1/2 a stem,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2425,2425,Bowl fragment,12,1423,7836,,2005,,2,Body;Bowl,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragments too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2426,2426,Bowl fragment,12,1423,7836,,2005,,1,Body;Bowl,FALSE,0,0.0,,,,,,Grey,Polished,,Smoking strains-clear;Soot inside,FALSE,,Abrasion,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2427,2427,Bowl fragment,12,1423,7836,,2005,,1,Bowl;Rim,FALSE,0,0.0,,,,,,White,Polished,,Smoking strains-light,FALSE,,,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2428,2428,Complete bowl,12,1423,7836,,2005,,1,Base;Body;Bowl;Heel;Rim;Shank-bolw juncture,FALSE,0,0.0,,,BT 2,"3,4","1,8",White,Smoothed,Holes;Mould lines,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping,Spur,Initials,Heel,EB,,None,Dutch,Gouda,,Rouletted line,Roll-on stamp,Bowl,1 line around (complete ?) rim,Poor,White colour with brown parts from tobacco juice; surface smoothed with clear remains of lower mould line and holes/cracks in the clay,1672 pre-1720/24,1672-1720/24,1672 pre - 1719 post,"Part of rim recently chipped off (back of bowl); bowl partly covered with something white and ""fatty""?",,Duco nr. 323; Meul p. 66,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2387,2387,Stem fragment,12,1424,7837,,2005,,1,Heel;Shank;Stem,FALSE,31,7.5,Oval,,,,,White,,,Smoking strains-clear,FALSE,,Iron coding,X,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 4 bands, 1 row of circles; broken in middle",Good,Greyish white colour; surface covered with decoration; decoration clear visible and regular with little overlapping; oval stem diameter due to shank; good/hard fired clay,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2388,2388,Stem fragment,12,1424,7837,,2005,,1,Stem,FALSE,20,7.0,Slightly oval,,,,,Grey,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,Name,Stem,GOU [DA],,,,,,,,,,,Too much iron,18th century,,,Inscription broken in middle -hardly legible,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2389,2389,Stem fragment,12,1424,7837,,2005,,1,Stem,FALSE,15,6.0,Slightly oval,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2390,2390,Stem fragment,12,1424,7837,,2005,,1,Heel,FALSE,0,0.0,,,,,,Grey,,Scars/Knife marks,,FALSE,,,Spur,Initials,Heel,Crowned EB (?) in a circle,,,Dutch,Gouda,,,,,,,Fragment too small,1683-1720/1725,1683-1720/1725,1672 pre - 1719 post,,,Duco nr. 324; Meul p.,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2391,2391,Bowl fragment,12,1424,7837,,2005,,1,Bowl;Rim,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,,,,,,,,,,,,,,NO milling,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2392,2392,Bowl fragment,12,1424,7837,,2005,,1,Body;Bowl,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2393,2393,Bowl fragment,12,1424,7837,,2005,,1,Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2394,2394,Bowl fragment,12,1424,7837,,2005,,1,Body;Bowl;Rim,FALSE,0,0.0,,,,,,White,Polished,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping;Iron coding,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2395,2395,Bowl fragment,12,1425,7838,,2005,,2,Base;Body;Bowl;Heel;Mouth piece;Shank-bolw juncture;Stem,FALSE,37,10.0,Slightly oval,,BT 2,,,White,Polished,Fluff imprints;Scars/Knife marks,Smoking strains-clear;Soot inside,FALSE,,Chipping;Iron coding,Spur,Initials,Heel,Crowned ML,,None,Dutch,Gouda,Maarten Lukasz./Maerten Luijkasz.,,,,,Good,"White colour with some brown spots and a slight grey line around base from tobacco juice; surface polished with imprint of one fluff particles, one light scar/knife imprint and few cracks in the clay; thick and slightly oval stem diameter; stamp very clea",1667-1696,1680/85-1695/96,1667 -,,,Duco nr. 396; Meul p. 78,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2396,2396,Stem fragment,12,1425,7838,,2005,,1,Stem,FALSE,33,9.0,Slightly oval,,,,,Grey,Smoothed,Scars/Knife marks,Smoking strains-clear;Soot inside,FALSE,,Chipping;Discoloured,,,,,,,,,,,,,,Poor,Grey colour with grey and brown spots; surface smoothed with scars and cracks in the clay; slightly oval stem diameter; different clay?!,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2397,2397,Stem fragment,12,1425,7838,,2005,,1,Stem,FALSE,32,0.0,,,,,,White/grey turning to black,,,Cut thinner;Smoking strains-clear;Use after breakage,FALSE,Complete fragment: clear cutting marks and rounded edges,,,,,,,,,,,,,,,,All of surface has been taken off,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2398,2398,Stem fragment,12,1425,7838,,2005,,1,Stem,FALSE,29,7.5,Circular,,,,,Grey,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Too much iron,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2399,2399,Stem fragment,12,1425,7838,,2005,,2,Stem,FALSE,31,5.5,Slightly oval,,,,,White,Polished,,Smoking strains-clear,FALSE,,Iron coding,,Name,Stem,_K•VER_ _ [?] //,,,Dutch,,,Geometrical,Roll-on stamp,Stem,1 band; below inscription; broken in middle,Middle,Rather regular white colour; surface slightly polished; thin and slightly oval stem diameter; decoration and inscription rather clear visible and regular; good/hard fired clay,18th century,,,Uncertain about maker -name not completely visible,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2400,2400,Stem fragment,12,1425,7838,,2005,,1,Stem,FALSE,12,8.5,Circular,,,,,White,Polished,,Smoking strains-clear,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2401,2401,Stem fragment,12,1425,7838,,2005,,1,Stem,FALSE,5,0.0,,,,,,Grey,Polished,,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2402,2402,Bowl fragment,12,1425,7838,,2005,,1,Base;Body;Bowl;Shank-bolw juncture,FALSE,0,0.0,,,,,,Grey,Polished,,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,Possibly stem cut off bowl,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2403,2403,Bowl fragment,12,1425,7838,,2005,,1,Base;Body;Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Polished,Trimming,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2404,2404,Bowl fragment,12,1425,7838,,2005,,1,Body;Bowl,FALSE,0,0.0,,,,,,White,,,Smoking strains-clear;Soot inside,FALSE,,Chipping;Iron coding,,,,,,,,,,Effigy/figürlich,Carved into mould,Bowl,"1 lion (?) standing on hind legs -head missing, front legs missing; standing on something -broken in middle",,Fragment too small,1750 ?,,,Dutch origin? Scandinavian origin?,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2335,2335,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,24,6.5,Circular,,,,,Grey,Smoothed,Fingerprints,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2336,2336,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,23,5.0,Circular,,,,,White,Polished,,Smoking strains-light,FALSE,,Abrasion,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2337,2337,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,20,4.5,Circular,,,,,White,Smoothed,Fingerprints,Smoking strains-light,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2338,2338,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,18,5.0,Circular,,,,,White,,,Smoking strains-light,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2339,2339,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,19,7.5,Oval,,,,,White,Smoothed,Mould lines,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2340,2340,Stem fragment,12,1426,7839,,2005,,1,Stem,FALSE,17,7.5,Circular,,,,,White,,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2341,2341,Bowl fragment,12,1426,7839,,2005,,1,Base;Bowl;Heel,FALSE,0,0.0,,,,,,White,Polished,Mould lines;Trimming,Smoking strains-clear;Soot inside,FALSE,,Abrasion,Spur,Initials,Heel,Monogram VD crowned in a circle,,None,Dutch,Gouda,,,,,,,Fragment too small,1695-1715,1695/1700-1710/1715,1701-1814,,,Duco nr. 353; Meul. P. 84,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2318,2318,Stem fragment,12,1448,7844,,2005,,1,Mouth piece;Stem,FALSE,32,6.5,Circular,,,,,White,Smoothed,,Smoking strains-light;Teeth marks;Use after breakage,FALSE,Light teeth marks and rounded edges,Chipping;Iron coding,,,,,,,,,,,,,,,Too much iron,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2319,2319,Stem fragment,12,1448,7844,,2005,,1,Mouth piece;Stem,FALSE,31,7.0,Oval,,,,,White,Smoothed,Mould lines,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Light teeth marks and rounded edges,Chipping,,,,,,,,,,,,,,,Too much of surface has been taken off,,,,Almost completely grey on outside -tobacco juice penetrating surface evenly -long in use,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2320,2320,Stem fragment,12,1448,7844,,2005,,1,Stem,FALSE,25,8.5,Oval,,,,,White,Smoothed,,Cut thinner;Smoking strains-clear;Use after breakage,FALSE,Clear cutting marks -broken at end,Iron coding,,,,,,,,,,,,,,,Too much of surface has been taken off,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2321,2321,Stem fragment,12,1448,7844,,2005,,1,Stem,FALSE,14,0.0,,,,,,White,,,Smoking strains-clear,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,Only 1/2 a stem,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2322,2322,Stem fragment,12,1448,7844,,2005,,1,Mouth piece;Stem,FALSE,15,6.5,Oval,,,,,Grey,,,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Light teeth marks and rounded edges,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2323,2323,Stem fragment,12,1448,7844,,2005,,1,Stem,FALSE,13,5.5,Oval,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2324,2324,Stem fragment,12,1448,7844,,2005,,1,Stem,FALSE,4,6.0,Circular,,,,,White,,,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,,Fragment too small,18th century,,,Small flake,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2325,2325,Bowl fragment,12,1448,7844,,2005,,1,Base;Bowl;Heel;Shank-bolw juncture,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,Iron coding,Spur,,,None,,None,,,,,,,,,Fragment too small,18th century,,,Small heel,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2326,2326,Bowl fragment,12,1448,7844,,2005,,1,Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2327,2327,Bowl fragment,12,1448,7844,,2005,,1,Body;Bowl,FALSE,0,0.0,,,,,,White,,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2328,2328,Bowl fragment,12,1448,7844,,2005,,1,Base;Bowl,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2290,2290,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,50,6.5,Circular,,,,,White,Smoothed,Clay remains;Fluff imprints;Holes,Smoking strains-clear,FALSE,,Iron coding;Trowel marks,,,,,,,,,,,,,,Poor,"White colour; in clay: at least one grain of sand; surface smoothed with holes, imprint of fluff and some blobs of clay remains; rather uneven surface; regular stem diameter but stem is bending",,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2291,2291,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,38,8.5,Slightly oval,,,,,Grey,Smoothed,Scars/Knife marks,Smoking strains-clear;Soot inside,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Too much iron,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2292,2292,Stem fragment,12,1449,7845,,2005,,1,Shank;Stem,FALSE,34,8.5,Slightly oval,,,,,White,Smoothed,Scars/Knife marks,Smoking strains-light,FALSE,,Abrasion,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of diamonds with positive dot in it, 2 bands; broken in middle",,Too much of surface has been taken off,1650 post,,,Rather soft/porous fired clay,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2293,2293,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,31,6.5,Circular,,,,,White,Smoothed,Scars/Knife marks,Smoking strains-light,FALSE,,Abrasion;Iron coding,,,,,,,,,,,,,,Poor,White colour; surface smoothed with some scars and cracks in the clay; regular stem diameter,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2294,2294,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,31,9.0,Circular,,,,,White,,,Smoking strains-clear,FALSE,,Abrasion;Chipping;Iron coding,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of triangles, 6 bands; broken in middle",,Too much of surfahe has been taken off,1650 post,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2295,2295,Stem fragment,12,1449,7845,,2005,,1,Heel;Shank;Shank-bolw juncture,FALSE,23,10.5,Slightly oval,,,,,White,Polished,,Smoking strains-clear,FALSE,,Abrasion;Trowel marks,X,,,,,,,,,,,,,,Fragment too small,,,,About all of heel has broken off,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2296,2296,Stem fragment,12,1449,7845,,2005,,1,Shank;Stem,FALSE,21,0.0,,,,,,White,,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2297,2297,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,22,5.5,Slightly oval,,,,,White,Polished,Holes;Scars/Knife marks,Smoking strains-light,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,18th century,,,Thin stem diameter suggests closeness to original mouth end,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2298,2298,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,19,7.0,Oval,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,Discoloured,,,,,,,,,,,,,,,Fragment too small,,,,Purple pinkish line along one mould line,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2299,2299,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,18,6.5,Circular,,,,,White,Polished,Scars/Knife marks,Smoking strains-light,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2300,2300,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,18,7.5,Slightly oval,,,,,White,Smoothed,Holes,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2301,2301,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,18,7.0,Circular,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Abrasion,,,,,,,,,,,,,,,Fragment too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2302,2302,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,16,0.0,,,,,,White,Smoothed,Scars/Knife marks,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,1/2 of stem broken off,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2303,2303,Stem fragment,12,1449,7845,,2005,,5,Stem,FALSE,0,0.0,,,,,,White,Smoothed,Holes;Scars/Knife marks,Smoking strains-light,FALSE,,Abrasion;Iron coding,,,,,,,,,,,,,,,Fragments too small,,,,Small fragments -all less than 1/2 of stems,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2304,2304,Stem fragment,12,1449,7845,,2005,,2,Stem,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragments too small,,,,Small fragments -all less than 1/2 of stems,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2305,2305,Stem fragment,12,1449,7845,,2005,,1,Stem,FALSE,9,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,Less than 1/2 a stem; in clay: at least one red dirt particle,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2306,2306,Bowl fragment,12,1449,7845,,2005,,4,Body;Bowl,FALSE,0,0.0,,,,,,White,Polished,,Smoking strains-clear;Soot inside,FALSE,,Chipping,,,,,,,,,,,,,,,Fragments too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2307,2307,Bowl fragment,12,1449,7845,,2005,,2,Base;Bowl,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,Abrasion,,,,,,,,,,,,,,,Fragments too small,,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2308,2308,Complete bowl,12,1449,7845,,2005,,2,Base;Body;Bowl;Heel;Rim;Shank-bolw juncture,FALSE,0,0.0,,,BT 2,"2,9","1,8",White,Polished,Scars/Knife marks;Trimming,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Abrasion;Iron coding,Spur,Initials,Heel,GWD in a circle -lowest part of heel broken off,,None,Dutch,Gouda,Gerrit Cornelisz. Westerdorp,Rouletted line,Roll-on stamp,Bowl,1 line around complete rim,Middle,White colour with clear grey part at base from tobacco juice; surface slightly polished with some scars; slightly bulging and bumby over-all shape; stamp rather clear visible,1675/1680-1702,1675/1680-1702,1686-,,Drawing and Foto,Duco nr. 501; Meul p. 68,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2285,2285,Stem fragment,12,1450,7846,,2005,,1,Mouth piece;Shank;Stem,FALSE,27,7.0,Oval,,,,,Grey,,,Cut thinner;Smoking strains-clear;Use after breakage,FALSE,Clear cutting marks with rounded edges,,,,,,,,,,,,,,,,Too much of surface has been taken off,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
2286,2286,Stem fragment,12,1450,7846,,2005,,1,Stem,FALSE,19,5.5,Slightly oval,,,,,Grey,,Clay remains,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1211,1200,Floor,in situ,TRUE,
