ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1024,1019,319,a,12,stove part?,Tool_Kitchen,iron,heavy,fragment,210x120,1,173.2,corner of rectangular frame - poss rect stove ring or door surround - or corner brace? Small rivet holes visible one one arm,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1025,1026,354,b,32,trivet?,Tool_Kitchen,iron,heavy,fragment,,1,73.2,"curved arm with downwatd spike - thick plate 6,5mm",MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
1026,1028,2143,ee,164,stove ring,Tool_Kitchen,iron,moderate,fragment,"21w, 10th)",1,72.6,c300 diam stove ring,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1027,1027,1072,d,170,stove pipe?,Tool_Kitchen,iron,heavy,fragment,"55 diam, 10th",1,406.6,semi-circular sectioned lenght (130L) of plate - pipe half? Stove pipe? Seems very thick for a pipe tube,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1028,1029,1380,f,254,stove ring?,Tool_Kitchen,iron,heavy,fragment,,1,63.6,prob stove ring - or vessel rim; very encrusted,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1029,1020,3128,a,623,stove panel?,Tool_Kitchen,iron,heavy,fragment,150x120x4,1,326,"slightly curved plate frag - prob from a stove, poss moulding on exterior - cast iron",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
1030,980,3651,,890,coal rake?,Tool_Kitchen,iron,moderate,near complete,92L,1,40.8,"narrow bladed weeding hoe? Blade: 90x29, slightly curved; tang at right-angle to blade: 5x8 rect x-section; heavy concretion at top of tang",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1031,1021,6087,a,1089,skimmer,Tool_Kitchen,aluminium,moderate,near complete,"116 diam, 1th",1,20.4,circular skimmer with even/machine-made holes 1mm diam,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
1032,1030,6096,,1131,ladle?,Tool_Kitchen,iron,heavy,fragment,65L,1,36.8,prob bowl (55x43) and base of stem handle of ladle,S20.3,1700,1750,1700-1750,1690-1750,School Dormitory
1033,1022,8587,a,1394,cleaver,Tool_Kitchen,iron,heavy,complete,300x38/28x4,1,225.1,large  straight blade with rect sect tang; tang: 93x17x10; blade: 195x38/28x4 - tip broken,S19.3,1790,1830,1790-1830,1780-1840,School Refectory
1034,1031,7384,,1552,ladle,Tool_Kitchen,iron,moderate,complete,119L,1,38.3,"short handle, prob tang - rivet near bowl end; tang (53x12x5) tapers; bowl (56x56x1), end bent up and part missing; rivet suggests it was attached to a wooden handle.",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1035,976,11881,b,1744,coal rake?,Tool_Kitchen,iron,heavy,fragment,76x57,1,33.4,"tang (32x11x8) at right-angle to blade (60x25x6) , cutting edge on outer side; heavily encrusted",C.3,1830,1850,1830-1850,1810-1870,Courtyard
1036,981,10140,,1978,coal rake?,Tool_Kitchen,iron,moderate,near complete,,1,30.4,"same type as <3651>; blade:66x29x3, slightly conncave, cutting edge on one side; sq sect tang 6x5, curves up at 90 deg and then seems to curve back; could be spokeshave but definitely has just one handle which makes this unlikely",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1037,977,14878,d,2594,coal rake?,Tool_Kitchen,iron,heavy,near complete,120x35,1,46.4,"flat, wedge-shaped/spatula 'blade'( 24w at end, 4th) with sq sect tang at right-angle; lever handle? Hoe?",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1038,1032,14893,,2618,ladle?,Tool_Kitchen,iron,heavy,fragment,,1,34.7,shaft with concave plate - poss ladle c. 50mm W,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1039,1033,16730,,2717,trivet?,Tool_Kitchen,iron,heavy,fragment,8 th,1,22.4,"T-shaped plate, lots of burnt matrix adhered to it; poss part of trivet",S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1040,1101,324,c,14,blade?,Tool_Knife,iron,heavy,fragment,70x18,1,5.7,tapered blade? Cutting edge jagged - saw? Or just a broken strap,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1041,1126,1518,,303,blade?,Tool_Knife,iron,heavy,fragment,,1,2.5,tip of poss blade - knife or shears,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
1042,1034,5938,,454,blade?,Tool_Knife,iron,heavy,fragment,43x18x3,1,8.3,poss knife blade frag,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1043,1162,19364,a,1,awl,Tool_Leather,iron,moderate,complete,138x7x6,1,25.7,"sq sectioned, tapered to sharp point at one end, blunter at other; prob tanged reamer or leatherworking awl",LH,,1958,1958,1930-1960,Levelling Horizon
1044,1166,277,g,1,awl,Tool_Leather,iron,heavy,complete,95x5x4,1,6.6,tanged reamer; end of tang prob broken,LH,,1958,1958,1930-1960,Levelling Horizon
1045,1167,277,h,1,awl,Tool_Leather,iron,heavy,near complete,87x7x7,1,13.6,tanged with clear shoulder (40) and tapering point; point broken,LH,,1958,1958,1930-1960,Levelling Horizon
1046,1159,1054,a,166,awl,Tool_Leather,iron,heavy,complete,140x7x7,1,18.4,square sectioned tapered to a point at both ends; one end probably the tang,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1047,1169,1078,,166,awl,Tool_Leather,iron,heavy,complete,126x8x8,1,19.4,nice example with wooden handle still attached; NEEDS ATTENTION! Sq sectioned,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1048,1160,2055,a,354,awl,Tool_Leather,iron,heavy,complete,217x8x8,1,41.9,"probable reamer: tool end=90mm, square sectioned; tanf round sectioned; see Goodall; this is a large example - possible for making dowel holes in structural timbers",S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1049,1170,5954,,790,awl,Tool_Leather,iron,moderate,complete,75x5x5,1,10.1,"sq sec pointer, round sect tang - poss broken tang",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1050,1163,6068,b,1071,awl,Tool_Leather,iron,heavy,near complete,70x7x5,1,6.3,"small pointed shaft, tang end broken",MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
1051,1168,8583,j,1362,awl,Tool_Leather,iron,heavy,near complete,70x6x4,1,4.4,"symmetrically tapered, res sec  - butt end broken",S18.8,1790,1830,1790-1830,1780-1840,Midden
1052,1158,10136,125,2104,awl,Tool_Leather,iron,moderate corrosion,complete,158x8,1,51.47,"long iron piece possibly a tanged implement; tapered 4 sides at one end, tapering 2 sides at other; poss reamer",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1053,1164,10303,b,2319,awl,Tool_Leather,iron,moderate,complete,72x4x4,1,4.7,"small reamer or awl; sq sectioned, pointed with tapered tang",S18.3,1690,1700,1690-1700,1690-1720,Pantry
1054,1161,11975,a,2435,awl,Tool_Leather,iron,heavy,complete,90x6x5,1,9.3,"sq section, wood adhering to presumed tang",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1055,1165,11823,b,2470,awl?,Tool_Leather,iron,heavy,complete,48L,1,1.2,"2mm diam pin shaft, ?pointed end set in ?bone handle; poss awl?",S8.1,1720,1750,1720-1750,1720-1750,Nursery
1056,1171,10387,,2521,needle/hook?,Tool_Leather,iron,heavy,near complete,"70L, 3 diam",1,2.9,"round sectioned, pointed shaft with flattened sectioned butt; tip bent - needle or J-hook?",S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1057,1172,13824,,2772,awl,Tool_Leather,iron,heavy,complete,110L,1,11.7,flanged shoulder and tang embedded in wood handle - handle broken,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
1058,1840,4358,,,awl,Tool_Leather,iron/wood,,complete,113,1,,"complete awl with wooden (betula) handle(53mm L, 30 diam) and iron whittle tanged awl; awlblade is 60mm L7x5mm thick, tapering to a point",,,,,,
1059,1035,345,c,27,creaser?,Tool_Leatherworking,iron,heavy,near complete,"61L, 20W",1,9.9,"crescentic blade with cutting edge on outer edge, tanged; poss leatherworking knife or creaser",S33.1,1880,1952,1880-1952,1870-1960,Stables
1060,1036,10143,,2133,stiletto?,Tool_Leatherworking,iron,moderate,near complete,136x5x3,1,8.7,"long implement with rect-shaft and eye at one end, thin, narrow blade at other - poss leatherworking tool",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1061,1037,14841,,2866,creaser?,Tool_Leatherworking,iron,moderate,near complete,35L,1,7.3,"short, triangular blade? With tang; broken; poss creaser (leatherworking)",S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1062,1040,1104,,1,oil lamp,Tool_Lighting,iron,heavy,near complete,"67x62 diam, 46 high",1,140.4,"nice example - spout partly broken, suspension strap broken",LH,,1958,1958,1930-1960,Levelling Horizon
1063,1039,347,,27,fire steel (U-type)?,Tool_Lighting,iron,heavy,fragment,,1,23.1,L-shaped shaft - like a mini golfputting  club; firesteel?,S33.1,1880,1952,1880-1952,1870-1960,Stables
1064,1038,6107,e,1161,fire steel (C-type),Tool_Lighting,iron,heavy,complete,97x15x5,1,37.5,hooked/looped both ends,S6.3,1800,1890,1800-1890,1780-1900,Bishops Living Quarters
1065,1041,8672,,1654,candle pricket?,Tool_Lighting,iron,heavy,fragment,,1,25,25mm diam roughly circular plate with tapered and bent shank from one side and more irreg protrusion on other; small hole in centre; some kind of fitting? Small candle pricket with spike and sides mostly missing ?,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1066,1043,14991,,2641,fire steel (O-type),Tool_Lighting,iron,moderate,complete,72x33,1,30.4,"flat, rect sec (8x4); oval ring fire steel",S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1067,1046,16754,,2643,fire steel (U-type)?,Tool_Lighting,iron,moderate,fragment,35x8x7,1,4.2,"flat, thick strap; poss part of fire steel blade; curves up at one end",S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1068,1042,14906,,2748,fire steel (O-type),Tool_Lighting,iron,moderate,near complete,75x40,1,24.1,"flat, rect sec (8x3) oval handle or ring, open along one side - prob broken; poss furnitre handle",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1069,1045,16709,,2818,fire steel (U-type)?,Tool_Lighting,iron,heavy,fragment,35x30,1,15.5,"L-shaped plate (14/7x5), one arm wider than other; part of larger object - fire steel?",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1070,1044,16695,,2833,fire steel (C-type),Tool_Lighting,iron,moderate,fragment,"39L,",1,7.8,half a steel with blade and curved grip,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1071,1050,1013,p,1,mill pick?,Tool_Masonry,iron,heavy,complete,118x14x10,1,55.2,symmetrically tapered shaft,LH,,1958,1958,1930-1960,Levelling Horizon
1072,1051,270,,1,mill-pick,Tool_Masonry,iron,moderate,complete,120x10x10,1,65.1,rect-sectioned but swells out near tip which tapers on all 4 sides to a point; butt end bent through hammering. Prob pick used for dressing mill-stones,LH,,1958,1958,1930-1960,Levelling Horizon
1073,1048,1148,d,182,mill pick?,Tool_Masonry,iron,heavy,near complete,110x9x6,1,16.2,"symmetricall tapered shaft - mill pick? Ends do not look broken but if they are, then it could just be a tang/shank",S32.1,1850,1890,1850-1890,1840-1900,Forge
1074,1049,1148,e,182,mill pick?,Tool_Masonry,iron,heavy,complete,128xbx8,1,37.7,slightly stouter version of d); ?mill pick - or tang/shank,S32.1,1850,1890,1850-1890,1840-1900,Forge
1075,1052,3734,,988,slatters pick?,Tool_Masonry,iron,heavy,fragment,62x15x10,1,27.9,half of a small masons pick? - broken near shaft hole,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1076,1053,5598,,1435,slatters pick?,Tool_Masonry,iron,heavy,near complete,123x40x18,1,127.9,"curved, thick bar tapering to a point; butt end too corroded, poss broken; probable pick-axe; too thick to be a cutting blade",S5.6,1830,1890,1830-1890,1810-1900,Workshop/Flour Mill
1077,1054,11961,,2270,mill pick?,Tool_Masonry,iron,heavy,near complete,81x11x5,1,13.5,"tapered symmetrically - if pick, one end is tang",S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
1078,1047,18902,b,2694,mill pick?,Tool_Masonry,iron,heavy,near complete,88x9x5,1,17.5,"pointed one end, other end prob broken but starting to taper; could be a shank/tang but unlikely",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1079,1055,16753,,2939,slatters pick,Tool_Masonry,iron,moderate,complete,100Lx18x5,1,27,"double-ended, small pick with central eye or hafting; similar to slatters pick, but given context, may have ben used differently here",S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1080,1075,8549,,1,chisel?,Tool_Metalworking,iron,heavy,fragment,57x20x9,1,51.8,bar wuth slightly flattened head and tapered shaft - broken other end; prob a chisel,LH,,1958,1958,1930-1960,Levelling Horizon
1081,1071,299,,1,hardy chisel?,Tool_Metalworking,iron,heavy,complete,88x54x32,1,390,cast iron triangular shaped object with a tongue at the base  - presumably to slot into something; hardy tool/chisel for anvil?,LH,,1958,1958,1930-1960,Levelling Horizon
1082,1068,1013,pp,1,nail header?,Tool_Metalworking,iron,heavy,near complete,80x25x2,1,16.1,spanner like obj - tip broken at hole; poss too thin for nail header?,LH,,1958,1958,1930-1960,Levelling Horizon
1083,1069,268,,1,nail header?,Tool_Metalworking,iron,heavy,near complete,100x13x7,1,32.1,"flat, rect-section hande, wedge-shaped with wide working end - broken; recorded as spanner and may have origin been in better condition to ID; but could also be a nail header",LH,,1958,1958,1930-1960,Levelling Horizon
1084,1060,1013,ae,1,pincers,Tool_Metalworking,iron,heavy,fragment,,1,46.7,"pincer , 26W; broken near pivot; prob for large metalworking pincers",LH,,1958,1958,1930-1960,Levelling Horizon
1085,1064,1013,ee,1,punch,Tool_Metalworking,iron,heavy,complete,70x20x10,1,73.8,prob metalworking and held in a rod,LH,,1958,1958,1930-1960,Levelling Horizon
1086,1070,290,,1,punch,Tool_Metalworking,iron,moderate,complete,"134L, 10/6 diam",1,67.4,round sectioned punch - for large nails/construction work;  20th c?,LH,,1958,1958,1930-1960,Levelling Horizon
1087,1059,1013,ac,1,tongs,Tool_Metalworking,iron,heavy,fragment,,1,14.2,"arm and pivot of tongs - broken; not same tool as hh, smaller set of tongs",LH,,1958,1958,1930-1960,Levelling Horizon
1088,1067,1013,hh,1,tongs,Tool_Metalworking,iron,heavy,fragment,,1,55.2,"tong jaw - broken at pivot; large tongs, for metalworking presumable",LH,,1958,1958,1930-1960,Levelling Horizon
1089,1056,351,a,31,chisel/punch?,Tool_Metalworking,iron,heavy,fragment,75x12x12,1,28.8,"stout shaft with poss head - prob chisel or punch; sq sec, end broken off",LH,,1958,1958,1930-1960,Levelling Horizon
1090,1072,443,,131,punch?,Tool_Metalworking,iron,heavy,near complete,60x13x11,1,13,tapered shaft - poss punch,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
1091,1057,1121,a,167,punch?,Tool_Metalworking,iron,heavy,complete,68x11x8,1,30.5,"rect sect, tapered with slightly flared head; prob punch",S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1092,1066,1267,g,176,punch,Tool_Metalworking,iron,heavy,complete,127L,1,121.6,"stout, tapered shaft with flared head; blunt flat tip; prob punch, prob for metalworking; heavy encrustation - x-ray?",S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1093,1063,1149,d,182,chisel,Tool_Metalworking,iron,heavy,complete,58x23x12,1,100.8,"short, stout chisel, prob for metalworking - poss a set as it looks too short to hold in the hand",S32.1,1850,1890,1850-1890,1840-1900,Forge
1094,1061,1957,b,382,chisel?,Tool_Metalworking,iron,heavy,fragment,37x23x10,1,51.8,"head of prob chisel, prob for metalwork/stonework",T1.3,2002,2007,2002-2007,1990-2020,FSÍ Excavation
1095,1065,2735,f,568,punch?,Tool_Metalworking,iron,heavy,complete,55x13x11,1,38.9,bar - metal or stoneworking punch?,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1096,1073,2723,,606,chisel?,Tool_Metalworking,iron,heavy,complete,74x25x14,1,59.4,large chisel like object - heavily encrusted,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1097,1062,6107,b,1161,tongs,Tool_Metalworking,iron,moderate,fragment,87L,1,48.1,"tong claw/arm, broken at hinge",S6.3,1800,1890,1800-1890,1780-1900,Bishops Living Quarters
1098,1074,6120,,1208,chisel,Tool_Metalworking,iron,heavy,complete,88x13x10,1,70.3,slightly flared blade end - prob stone or metalworking chisel,S3.1,1760,1890,1760-1890,1750-1900,Pantry/Stores
1099,1058,8580,a,1350,chisel?,Tool_Metalworking,iron,heavy,complete,98x11x6,1,37.4,rect section bar with tapered end on one side; end v. Blunt; prob chisel - metalworking,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1100,1007,8681,,1683,tongs,Tool_Metalworking,iron,heavy,complete,430L,1,618,"massive tongs/pincers, one arm broken off but present; very nice but heavily encrusted",C.3,1830,1850,1830-1850,1810-1870,Courtyard
1101,1076,10169,,1825,punch,Tool_Metalworking,iron,heavy,complete,88x10x10,1,26.8,"sq.section, tapered to a point with a wide, flat head; heavy corrosion, difficult to see but prob a punch for metalworking or stoneworking; needs cleaning/conservation",S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1102,1077,11990,,2517,chisel?,Tool_Metalworking,iron,heavy,complete,180L,1,350.6,"Large, poss chisel but heavily encrusted and corroded; needs x-ray/cleaning",S18.1,1670,1680,1670-1680,1660-1690,Pantry
1103,1078,16714,,2699,punch?,Tool_Metalworking,iron,heavy,complete,90x12x8,1,29,"pointed tip, poss t-head - either a large timber stud or a punch - for metal or stoneworking",S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1104,1141,8556,,1,chain,Tool_Other,iron,moderate,fragment,230L,1,63.6,"18 chain links, each link a half-twisted loop to form a near figure of 8; modern; each link 23L, 3 diam round wire shaft",LH,,1958,1958,1930-1960,Levelling Horizon
1105,1098,292,c,1,chain link,Tool_Other,iron,heavy,complete,32 diam,2,41.3,"2 C-shaped chain links, large size, round sectioned; modern",LH,,1958,1958,1930-1960,Levelling Horizon
1106,1097,1013,bb,1,disc ferrule,Tool_Other,iron,heavy,complete,"62 diam, 2 th",1,19.6,washer like - large perf. 32 diam,LH,,1958,1958,1930-1960,Levelling Horizon
1107,1119,292,v,1,implement,Tool_Other,iron,heavy,near complete,"137L, 10 diam",1,78.4,thick tang? (73x15x8) with thin'blade' curves at c45 deg (50x25x5); hole at end with ?rivet inside? Nail heading tool?,LH,,1958,1958,1930-1960,Levelling Horizon
1108,1120,1013,v,1,implement,Tool_Other,iron,heavy,fragment,130x12x3,1,10.7,tongue-depressor like object - end missing; poss handle of a pjoning hook,LH,,1958,1958,1930-1960,Levelling Horizon
1109,1111,304,g,1,ring ferrule,Tool_Other,iron,moderate,complete,"45x37, 7x5",1,15.8,"flat, rect-section ring ferrule",LH,,1958,1958,1930-1960,Levelling Horizon
1110,1122,852,,1,spark plug,Tool_Other,iron/porcelain,heavy,complete,68L,1,47.5,"marked AC 45; Albert Champion Spark Plug manufactory, USA, est 1908",LH,,1958,1958,1930-1960,Levelling Horizon
1111,1104,1013,cc,1,strap clamp,Tool_Other,iron,heavy,near complete,"c88-98 diam, 28W",1,75.6,strapwork curved around a circular object (?Vessel) but with projecting ends - presum for multiple opening and closing; like large bicyle clip or pipe clamp,LH,,1958,1958,1930-1960,Levelling Horizon
1112,1121,296,,1,tanged implement,Tool_Other,iron/wood,heavy,fragment,,1,107.9,"iron tang (c85x10x6) with broken blade (25W, 5 Th) and iron band collar (32 diam, 30W, 1,5Th), overlapping ends, with part of wooden handle preserved; large tool, poss with cutting edge",LH,,1958,1958,1930-1960,Levelling Horizon
1113,1080,304,a,1,tube ferrule,Tool_Other,iron,moderate,complete,"55 diam, 27x3",1,79.9,"strap ferrule, overalapping ends",LH,,1958,1958,1930-1960,Levelling Horizon
1114,1090,1013,aa,1,tube ferrule,Tool_Other,iron,heavy,complete,"26 diam, 25W",1,16.2,"collar, overlapping ends",LH,,1958,1958,1930-1960,Levelling Horizon
1115,1091,304,b,1,tube ferrule,Tool_Other,iron,moderate,complete,"30 diam, 30x2",1,64.6,"strap ferrule, overalapping ends",LH,,1958,1958,1930-1960,Levelling Horizon
1116,1099,304,c,1,tube ferrule,Tool_Other,iron,moderate,complete,"30 diam, 28x3",1,63.6,"strap ferrule, overalapping ends",LH,,1958,1958,1930-1960,Levelling Horizon
1117,1105,304,d,1,tube ferrule,Tool_Other,iron,moderate,complete,"25 diam, 21x3",1,36.5,"strap ferrule, overalapping ends",LH,,1958,1958,1930-1960,Levelling Horizon
1118,1106,304,e,1,tube ferrule,Tool_Other,iron,moderate,complete,"40x25, 18x2",1,30.2,"strap ferrule, overalapping ends; oval - poss deformed",LH,,1958,1958,1930-1960,Levelling Horizon
1119,1110,304,f,1,tube ferrule,Tool_Other,iron,moderate,complete,"32x28, 20x2",1,41.4,"strap ferrule, overalapping ends; oval - poss deformed",LH,,1958,1958,1930-1960,Levelling Horizon
1120,1140,8554,,1,tube ferrule,Tool_Other,iron,heavy,complete,"38 diam, 27x2",1,40.7,wide band/strap forming collar - prob for large implement,LH,,1958,1958,1930-1960,Levelling Horizon
1121,1117,292,t,1,washer,Tool_Other,iron,heavy,complete,"60/35 diam, 2 thick",1,18.2,thin flat disc ring - prob large washer,LH,,1958,1958,1930-1960,Levelling Horizon
1122,1118,292,u,1,washer,Tool_Other,iron,heavy,complete,"37/13 diam, 3,5 th",1,18.3,large washer,LH,,1958,1958,1930-1960,Levelling Horizon
1123,1100,316,c,10,chain link,Tool_Other,iron,heavy,complete,"37 diam, 8th",1,23,"closed c-link, round sectioned",T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1124,1081,352,a,32,tube ferrule,Tool_Other,iron,heavy,complete,"38 diam, 24W",1,45,"collar, overlapping ends",MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
1125,1085,2143,a,164,pulley ring,Tool_Other,iron,moderate,complete,"36 diam, 15 w",1,24.9,small pulley; modern,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1126,1115,2143,r,164,ratchet,Tool_Other,iron,heavy,fragment,"30W, 25th",1,358.9,"fragment of curved ratchet gear wheel (c360mm  diam) - for very large machine, prob a mangle; late 19c +",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1127,1107,2143,e,164,socketed handle,Tool_Other,iron,moderate,near complete,137L,1,123.9,socketed handle for a shovel/spade prob; 2 nails/rivets in situ; one arm of the handle broken off; rounded terminal with hole for wooden bar handle at top,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1128,1113,2143,g,164,tanged implement,Tool_Other,iron,heavy,fragment,153L,1,120.7,rect sect flat (6th) - tapered tang (102x17x5) with thick ?blade (52x35x5) - blade prob broken - no extant cutting edge - mandrel?,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1129,1082,1131,a,172,tube ferrule,Tool_Other,iron,heavy,fragment,"33x3, diam 36",1,19.5,half a ferrule/collar made from iron strap; prob around a large implement,S10.4,1800,1880,1800-1880,1780-1900,Kitchen
1130,1123,1108,,173,tanged implement,Tool_Other,iron,moderate,near complete,c250L,2,62.1,"long tang(broken, 7x5) with rectangular working end (75x18x6) with 3 sharp pins/rivets? projecting on each side; looks like a whittle tang, but too thick; but presumably had some attachments each side - from wood?",S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1131,1114,1193,h,177,tube ferrule,Tool_Other,iron,heavy,complete,"32 diam, 34W",1,47.8,"collar, ends overlap",S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1132,1092,1149,b,182,disc ferrule,Tool_Other,iron,heavy,complete,"40 diam, 8th",1,46.6,disc with perf central hole - poss washer but looks very irreg,S32.1,1850,1890,1850-1890,1840-1900,Forge
1133,1083,1149,a,182,tube ferrule,Tool_Other,iron,heavy,complete,"39 diam, 25W",1,50.2,"collar, ends overlap and riveted",S32.1,1850,1890,1850-1890,1840-1900,Forge
1134,1125,1210,,198,ring,Tool_Other,iron,heavy,complete,"35 diam, 7x6",1,10.1,irreg circular ring with sub-sq section - bridle bit/buckle?,S20.3,1700,1750,1700-1750,1690-1750,School Dormitory
1135,1124,1182,,235,bow handle,Tool_Other,iron,heavy,fragment,40L,1,15.3,"rect-sectioned bow for key, tap or furniture handle, prob open double oval shape, with thick shoulder and hollow shank/stem, 9mm diam rounded",S32.1,1850,1890,1850-1890,1840-1900,Forge
1136,1102,1590,c,238,battery?,Tool_Other,iron,heavy,fragment,32L,1,6.5,iron jacket around a carbon rod - battery?,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1137,1112,1380,g,254,socketed implement,Tool_Other,iron,heavy,fragment,,1,94.6,socket of large implement - poss spade,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1138,1116,1682,SÞ,332,Tool?,Tool_Other,iron/wood,poor,?complete,11.1,1,57.1,You said - tanged implement with wooden handle but could also be some kind of tool or bolts?,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1139,1084,1643,a,335,ring,Tool_Other,iron,heavy,complete,"43 diam, 8x8 th",1,33.6,sq sec ring - bridle bit or chain link?,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1140,1103,2383,c,393,ring?,Tool_Other,iron,heavy,near complete,c30 diam,1,10.9,"C-shape shaft - chain ring, buckle ring? Or just bent staple?",S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1141,1127,1999,,404,tube ferrule,Tool_Other,iron,heavy,near complete,14diam,1,3.9,narrrow band (5mm w) wound round twice in spiral,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1142,1128,2086,,425,tanged implement,Tool_Other,iron,heavy,fragment,"143L,",1,19.3,rounded tang with start of blade (17mm high); prob not a knife - too large,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1143,1129,2411,,462,ferrule/shaft,Tool_Other,iron,moderate,fragment,"62L, 7diam",1,6.3,?rolled iron sheet into tight tube,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1144,1130,2865,,586,tube ferrule,Tool_Other,iron,moderate,fragment,"82L, 47diam, 6th",1,205.2,"rolled sheet/plate, ?overlapping ends; wood in situ inside; prob. collar or socket for large tool, e.g. Spade/shovel, pitchfork or axe",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
1145,1108,3128,e,623,tube ferrule,Tool_Other,iron,heavy,complete,"28 diam, 27W",1,25.8,"collar, overlapping ends",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
1146,1132,3432,,657,socketed implement?,Tool_Other,iron,heavy,fragment,59x23,1,31,poss socket for a socketed implement,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1147,1131,3090,,702,tanged implement,Tool_Other,iron,heavy,fragment,"53L, 10x8",1,8.2,"tang and part of implement (chisel, reamer?) but working end broken; rect section - small tool",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1148,1134,5948,,777,implement,Tool_Other,iron,heavy,fragment,84x432x25,1,49.6,?blade slotted between 2 plates - like a comb construction; razor?,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1149,1135,5962,,829,pulley ring,Tool_Other,iron,heavy,complete,"36 diam, 17w",1,51.1,small pulley; modern?,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1150,1136,5979,,860,tube ferrule,Tool_Other,iron,heavy,complete,"c28 diam, 28W",1,62.2,"heavily encrusted, collar",C.4,1850,1890,1850-1890,1840-1900,Courtyard
1151,1096,19003,b,988,chain link?,Tool_Other,iron,moderate,complete,15L,1,0.1,double/figure of 8 chain link,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
