ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
161,SKH04,6153,829,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,,,,Not used,Large production fragment or cut off from whetstone fabricating. Rough surfaces and uneven cross section. No signs of use.,None,Usable,,56,,,,8.6,2,1.8,C.4,1850,1890,1840-1900,Courtyard
162,SKH04,6153,829,,,1,,,,Mid grey,Schist,Medium fine,Unknown,Sice,Whetstone,Fragment/used,Unknown,2,Irregular,Parallel,Rounded with gradual transition to the side,,Oval/parralel sides,Irregular,Smooth,None,None,Extensive,"End piece of a medium sized whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Irregular shaped sides, rounded edges and slightly convex grinding surface. Oval square section.",None,Not usable,,9,,,2.2,0.5,4.7,,C.4,1850,1890,1840-1900,Courtyard
163,SKH04,6154,863,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Raw material,Large,,Irregular,Parallel,Irregular shape,,Rectangular/unevenly,Irregular,Rough,None,None,Not used,"End and centre part of what looks to be an unused whetstone prefabricate, with plane but not smooth surfaces and bar shaped though rather irregular. Possibly broken off what was inteded to be a large whetstone and never put to use?",None,Usable,,205,,,,10.5,3.6,3,S5.6,1830,1890,1810-1900,Workshop/Flour Mill
164,SKH04,6155,877,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Raw material,Small,1,Irregular,Irregular,Irregular shape,Irregular shape,Uneven/other,Irregular,Rough,None,None,Limited,Roughly shaped and very limited used whetstone. Looks to be a rough blank that was used on one surface though none of the surfaces have been smoothended and prepared for whetting.,None,Usable,,48.5,9.4,2,1.5,,,,S4.1,1720,1760,1720-1780,Lodge/Dining Room & Chambers
165,SKH04,6156,878,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Small,4,Irregular,Tapering,Slanting,Straight but with hew marks,Rectangular/unevenly,Rounded,Smooth,None,None,Re-used after breakage,"Small whetstone, probably the end piece of a larger whetstone. Rounded and smooth on all surfaces and edges. Almost square cross section near the broken end piece. Very extensively used.",None,Usable,,17.9,6.1,1.4,1.2,,,,S21.1,1650,1690,1630-1690,School Room
166,SKH04,6157,879,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Parallel,Parallel,Straight but with hew marks,,Rectangular,Sharp,Smooth,None,None,Unknown,"End piece of a light grey, presumably,  small schist whetstone. Nicely shaped with smooth surfaces and sharp edges. Rectangular cross section.",None,Not usable,,6,,1.2,0.8,3,,,S21.2,1690,1750,1690-1750,School Room
167,SKH04,6157,879,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Parallel,Parallel,Rounded with sharp transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,"End piece of a light grey, presumably,  small schist whetstone. Nicely shaped with smooth surfaces and rounded edges. Oval cross section.",None,Not usable,,3,,1.6,0.4,2.5,,,S21.2,1690,1750,1690-1750,School Room
168,SKH04,6157,879,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,3,Parallel,Parallel,Slanting,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,"End piece of a light grey, presumably,  small schist whetstone. Nicely shaped with smooth surfaces and rounded edges. Oval cross section and slanting end piece.",None,Not usable,,6,,1.4,0.6,4.1,,,S21.2,1690,1750,1690-1750,School Room
169,SKH04,6158,882,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Parallel,Parallel,Straight,,Oval/parralel sides,Rounded,Smooth,Across edges,None,Extensive,"End piece of, presumably, a medium sized light grey schist whetstone. Extensively used, very thin, smooth surfaces and rounded edges. Grinding mars across the edge near the end piece. Oval cross section due to extensive use.",Iron smear,Usable,,12.8,,2.2,0.5,6,,,S30.3,1740,1750,1720-1750,School Master's House
170,SKH04,6159,893,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Tapering,Parallel,Rounded with gradual transition to the side,,Uneven/other,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of light grey schist. Rounded and sharp edges, irregular cross section, smooth surfaces and unknown original size.",None,Not usable,,9.5,,1.5,0.9,5,,,S13.2,1750,1800,1750-1810,Main Corridor
171,SKH04,6160,895,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Tapering,Tapering,Straight but with hew marks,,Rectangular/unevenly,Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone. Nicely shaped, relatively sharp edges, smooth surfaces, rectangular cross section. Tapering towards point of breakage looking at the narrow side and not reused.",Iron smear,Not usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",16.5,,1.6,1.2,5,,,S21.1,1650,1690,1630-1690,School Room
172,SKH04,6161,902,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded,Smooth,None,None,Moderate,"End and centre piece of a light grey schist whetstone. Nicely shaped, smooth surfaces, slightly rounded edges and rounded but pointy end piece. Tapering towards the point of breakage and not used after breakage. Almost square cross section.",Precipitaion,Usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",27,,1.4,1.3,7.9,,,S30.2,1720,1740,1720-1750,School Master's House
173,SKH04,6162,902,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Fragmented end piece of light grey schist. Too small to estimate any original size or shape.,None,Not usable,,1,,,,2.4,1.4,0.4,S30.2,1720,1740,1720-1750,School Master's House
174,SKH04,6162,913,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Fragmented end piece of light grey schist. Too small to estimate any original size or shape.,None,Not usable,,8,,,,3.7,2.4,0.5,S21.1,1650,1690,1630-1690,School Room
175,SKH04,6177,1034,,,2,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Small,4,Parallel,Tapering,Rounded with sharp transition to the side,,Rectangular,Rounded,Vawy but smooth,None,None,Extensive,"End and centre piece of a small whetstone, extensively used, thickest in the centre and tapering towards both ends. Both end pieces have broken off but one is preserved. Smooth but vawy surfaces and rounded edges and rounded end piece.",Chalk,Usable,,16.8,,1.8,1,7.8,,,S13.2,1750,1800,1750-1810,Main Corridor
176,SKH04,6178,1034,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Parallel,Irregular,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded,Smooth,None,None,Extensive,"End piece of a small to medium sized whetstone of light grey schist. Thin, rounded edges and smooth but slightly vawy grinding surfaces. Extensively used and very worn down. Probably not used after breakage.",None,Not usable,,8.2,,1.8,0.6,5.5,,,S13.2,1750,1800,1750-1810,Main Corridor
177,SKH04,6179,1035,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Tapering,Parallel,Rounded with gradual transition to the side,,Rectangular,Sharp,Rough/smooth,None,None,Moderate,"End and centre piece of a medium sized, light grey whetstone. Tapering towards the end piece and come to a point. Two rough broad sides and two smooth narow sides, which is an unusual use of the stone.",None,Usable,,24,,2,1.3,7.7,,,S7.3,1800,1840,1780-1840,Vestibule & Corridor
178,SKH04,6179,1035,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Centre piece only,Unknown,4,Bread shaped/convex,Parallel,,,Rectangular/unevenly,Rounded,Smooth,None,None,Unknown,"Centre piece of a light grey schist whetstone. Looks to be tapering towards both ends, rounded edges and rectangular cros section. Uncertain full size and shape but possibly medium sized.",None,Not usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",13,,1.6,0.9,4.3,,,S7.3,1800,1840,1780-1840,Vestibule & Corridor
179,SKH04,6181,1065,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Medium,4,Tapering,Irregular,Facetted,Irregular shape,Uneven/other,Rounded/Sharp,Vawy but smooth,V-shaped vague,None,Re-used after breakage,"Nicely shaped light grey schist whetstone with facetted end piece. Probably originally end of a larger whetstone, re-used after breakage for a while as the broken surface is slightly rounded. Both straight and vawy smooth surfaces and few vague v-shaped marks across one broad side. Irregular cross section.",None,Usable,,41,8.2,2,1.7,,,,S13.2,1750,1800,1750-1810,Main Corridor
180,SKH04,6181,1065,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Irregular shape,,Rectangular/unevenly,Rounded,Rough/smooth,None,None,Unknown,"End piece of an irregular shaped light grey schist whetstone. Both rough and smooth surfaces, rounded sides and slightly tapering towards the point of breakage.",None,Usable,,26,,2,1.4,5.5,,,S13.2,1750,1800,1750-1810,Main Corridor
181,SKH04,6182,1130,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Irregular,Parallel,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"End piece of a medium sized whetstone of light grey schist. Thin, rounded edges and smooth grinding surfaces. Extensively used and very worn down. Probably not used after breakage.",None,Not usable,,8.5,,2.7,0.3,4.7,,,S20.2,1670,1700,1660-1720,School Dormitory
182,SKH04,6183,1131,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Tapering,Tapering,Irregular shape,Straight but with hew marks,Rectangular,Sharp,Vawy but smooth,Across edges,None,Re-used after breakage,"Probably the end and centre piece of a larger whetstone, re-used after breakage and now preserved as a whole, small whetstone. Smooth but vawy and slightly convex surfaces, rather sharp edges and irregular shaped ends. Rectangular cross section and grooves into the edges of one end piece, probably used to grind down damaged blades.",None,Usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",23,8.7,2,0.9,,,,S20.3,1700,1750,1690-1750,School Dormitory
183,SKH04,6184,1141,,,2,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Parallel,Tapering,Straight but with hew marks,Rounded with sharp transition to the side,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Extensive,"Whole, small whetstone of light grey schist, broken in half around the centre, where it has been used most extensively. Nicely shaped but very used, smooth surfaces, both rounded and aharp edges and rectangular cross section.",None,Usable,,23,10.3,1.5,0.9,,,,S20.3,1700,1750,1690-1750,School Dormitory
184,SKH04,6185,1156,,,1,,Stabile,SGB: Phyllite,Dark grey/purplish,Phyllite,Very fine,Unknown/Norway,Sice,Whetstone,Whole but chipped,Small,3,Tapering,Irregular,Irregular shape,Slanting,Uneven/other,Rounded/Sharp,Rough/smooth,None,None,Re-used after breakage,Re-used end piece of a larger dark schist whetstone. Very irregular in shape and with a very pointy end piece. Few smooth grinding areas and rough parts. Rounded at the point of breakage.,None,Usable,,20.2,7.5,1.5,1.3,,,,S20.1,1650,1670,1630-1690,School Dormitory
185,SKH04,6186,1158,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Small,3,Tapering,Parallel,Irregular shape,Irregular shape,Rectangular/unevenly,Rounded,Rough/smooth,None,None,Re-used after breakage,"Probably the end and centre piece of a larger whetstone, re-used after breakage and now preserved as a whole, small whetstone. Smooth surfaces, rounded edges, both ends slightly slanting and rounded. Rectangular cross section.",Chalk,Usable,,49.1,9.1,3,1.1,,,,S7.3,1800,1840,1780-1840,Vestibule & Corridor
186,SKH04,6187,1161,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Small,2,Parallel,Parallel,Slanting,Slanting,Rectangular,Rounded,Smooth,None,None,Re-used after breakage,"Probably the end and centre piece of a larger whetstone, re-used after breakage and now preserved as a whole, small whetstone. Smooth surfaces, rounded edges, both ends slightly slanting and rounded. Rectangular cross section.",None,Usable,,14,5.7,1.9,0.8,,,,S6.3,1800,1890,1780-1900,Bishops Living Quarters
187,SKH04,6187,1161,,,1,,Stabile,Unusual schist type,Light grey,Schist,Medium fine,Unknown,Sice,Grinding slap,Whole but chipped,Medium,1,Irregular,Irregular,Irregular shape,Irregular shape,Uneven/other,Irregular,Rough/smooth,None,None,Moderate,"Grinding slab or very irregular whetstone only used on one surface. Light grey, high micha schist - not the Eidsborg type. Smooth but vawy grinding surface but otherwise no grinding marks. Would be preferable to get this analyzed by a geologist to determine the stone type.",None,Usable,High micha,57,8.2,3,1.6,,,,S6.3,1800,1890,1780-1900,Bishops Living Quarters
188,SKH04,6188,1171,,,1,,Good,,Dark grey,Schist,Very fine,Unknown/Norway,Sice,Whetstone,Whole but chipped,Very small,4,Tapering,Parallel,Straight,Irregular shape,Rectangular/unevenly,Sharp,Smooth,Across edges,None,Re-used after breakage,"End piece of a larger very nicely shaped whetstone of the dark grey schist type. Re-used for a while as a very small whetstone, rounded edges on the broken surface but otherwise sharp edges and smooth surfaces. Grooves actoss the broken edge. Trapezoid cross section. Shank of an iron nail corroded into one broadside of the whetstone.",Iron smear,Not usable,,15,5.7,1.4,0.8,,,,S22.1,1670,1700,1660-1720,Assistant Teachers Quarters
189,SKH04,6189,1202,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Tapering,Tapering,Slanting,,Rectangular/unevenly,Sharp,Rough/smooth,None,None,Unknown,Fragmented end piece of a light grey schist whetstone. Remains both smooth grinding surfaces and rough areas. Broken diaginally but probably also disturbed along one of the narrow sides. Irregular shape.,None,Not usable,,13.2,,,,5.5,1.4,1.2,MC.2,1700,1750,1690-1750,Midden Zone C
190,SKH04,6191,1208,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Parallel,Tapering,Straight but with hew marks,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of, presumable, a medium or large sized whetstone. Nicely shaped with smooth surfaces and both rounded and sharp edges. Rectangular cross section. Tapering towards the point of breakage and probably rather extensively used.",None,Usable,,27.3,,2.8,0.9,6.9,,,S3.1,1760,1880,1750-1900,Pantry/Stores
191,SKH04,6192,1215,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Bone shaped/concave,Facetted,,Rectangular,Rounded/Sharp,Smooth,None,None,Moderate,"End piece of, presumable, a medium or large sized whetstone. Nicely shaped with almost facetted end piece, smooth surfaces and both rounded and sharp edges. Rectangular cross section. Tapering towards the point of breakage and probably only moderately used.",Iron smear,Usable,,49.1,,2.6,1.4,7.1,,,S7.2,1760,1800,1750-1810,Vestibule & Corridor
192,SKH04,6193,1217,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Irregular,Irregular,Irregular shape,,Oval/parralel sides,Rounded,Smooth,Across edges,None,Extensive,"Irregular shaped and extensively used end piece of a light grey schist whetstone. Rounded edges, smooth, almost convex surfaces, oval cross section. Several vague grooves across the edges of the broad sides.",Precipitaion,Not usable,,11.6,,2.3,0.7,5,,,MC.2,1700,1750,1690-1750,Midden Zone C
193,SKH04,6532,1144,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,"Small fragment of light grey schist, remains of grinding surfaces but too small to estimate any original shape or size",None,Not usable,,2.2,,,,1.7,1,0.7,MC.3,1750,1900,1750-1810,Midden Zone C
194,SKH05,8931,1,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Medium,4,Tapering,Tapering,,,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,None,None,Extensive,Centre piece of a light grey whetstone. Thickest at the cnetre and tapering towards both ends due to use. Scythe hone?,Sooth,Usable,,27,,2.3,1,7.2,,,LH,1958,1958,1930-1960,Levelling Horizon
195,SKH05,8931,1,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Production fragment,Fragment/raw material,Unknown,,,,,,Uneven/other,Irregular,None,None,None,Unknown,Rounded and sharp edges but no clear signs of use. Could either be a fragment from a used whetstone or a production fragment.,None,Not usable,,27,,2.2,,6.1,1.6,,LH,1958,1958,1930-1960,Levelling Horizon
196,SKH05,8931,1,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,1,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Rectangular/unevenly,Irregular,Rough,None,None,Unknown,"Chipped end piece of a light grey whetstone. Rough surfaces and no clear signs of use, but nicely shaped end piece.",None,Not usable,,16,,2.2,,3.4,,1.3,LH,1958,1958,1930-1960,Levelling Horizon
197,SKH05,8931,1,,,2,,Baad,,Mid grey,Schist,Medium fine,Unknown,,Whetstone,End and centre piece,Medium,2,Irregular,Parallel,Irregular shape,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,"Rounded, end and centre piece of a used whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Remains of two grinding surfaces preserved, rounded edges but in general rather irregular shape.",None,Usable,,35,,3.3,0.9,6.9,,,LH,1958,1958,1930-1960,Levelling Horizon
198,SKH05,8931,1,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Fragmented end piece of a light grey whetstone. Remains of grinding surfaces on one broad and one narrow side preserved. Too small to determine any original size or shape.,None,Not usable,,9,,,,2.9,2.2,0.6,LH,1958,1958,1930-1960,Levelling Horizon
199,SKH05,8931,1,,,1,,Stabile,,Dark grey,Slate,Very fine,Unknown/Norway,,Whetstone,End and centre piece,Small,2,Tapering,Parallel,Straight but with hew marks,,Rectangular/unevenly,Rounded,Smooth,Several types,None,Extensive,"Uncertain whetstone. Dark grey schist or perhaps slate, need geological determination. Long and narrow with several grooves both along the sides and across the edges. Smooth surfaces and rounded edges. Must have served some grinding purposes though it is uncertain that it is a whetstone.",None,Not usable,,5,,0.9,0.3,5.3,,,LH,1958,1958,1930-1960,Levelling Horizon
200,SKH05,8932,1291,,,1,,Baad,,Mid grey,Schist,Medium fine,Unknown,,Whetstone,End piece only,Unknown,2,Tapering,Tapering,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,"Fragmened, rounded, endpiece of a used whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Remains of two grinding surfaces preserved, rounded edges but in general rather irregular shape.",None,Not usable,Frekjubrýni?,18,,3,0.8,6.2,,,MB.2,1830,1850,1810-1870,Midden Zone B
201,SKH05,8932,1291,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Parallel,Indeterminable,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Unknown,Fragmented end piece of a light grey schist whetstone. Smooth grinding surfaces and both rounded and sharp edges. Broken both diagonally and chipped on the end piece. The broken surfaces are rounded but it does not seen to be from use after breakage.,None,Not usable,,17,,2.2,0.7,5,,,MB.2,1830,1850,1810-1870,Midden Zone B
202,SKH05,8932,1291,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Parallel,Tapering,Irregular shape,,Rectangular,Sharp,Smooth,None,None,Extensive,"Very extensively used whetstone, tapering towards the point of breakage due to extensive grinding. The thickness at the narrowest point is only 0,25. Not used after breakage. Slightly thicker and rounder around the end piece where it has presumably been held while used.",None,Not usable,,8,,1.8,0.7,5.1,,,MB.2,1830,1850,1810-1870,Midden Zone B
203,SKH05,8933,1309,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Irregular,Tapering,Irregular shape,,Rectangular/unevenly,Rounded,Rough/smooth,V-shaped vague,Indentation for a thong,Unknown,"End piece of a light grey whetstone. Irregular end but more rounded and signe of ware around the upper part of the piece, most likely from some sort of strap attachment. Tapering towards point of breakage and not reused. Smooth surfaces with rougher/unused patches. Two vague V-shaped grooves along one broadside.",Precipitaion,Not usable,,12,,1.6,1.2,4.5,,,MC.2,1700,1750,1690-1750,Midden Zone C
204,SKH05,8934,1322,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Parallel,Tapering,Rounded with gradual transition to the side,,Rectangular,Sharp,Smooth,None,None,Unknown,"End piece of a mid grey whetstone. Nicely shaped, rounded end, smooth surfaces and rectangular cross section. Too small to estimate original size.",Iron smear,Not usable,,6,,1.1,0.6,4.1,,,S5.3,1760,1780,1750-1780,Bishops Dining Room
205,SKH05,8934,1322,,,1,,Stabile,,Mid grey,Slate,Very fine,Unknown,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Irregular,Rough/smooth,V-shaped vague,None,Unknown,"Fragment of what looks to be either schist or slate, mid to dark grey and very fine grained. Uncertain if this is a whetstone but there are remains of one smooth surface and a V-shaped groove.",Precipitaion,Not usable,,1,,,,2.9,1,0.5,S5.3,1760,1780,1750-1780,Bishops Dining Room
206,SKH05,8935,1325,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Tapering,Tapering,,,Uneven/other,Rounded/Sharp,Smooth,None,None,Unknown,"Fragment of a light grey schist whetstone with triangular cross section. Smooth surfaces, tapering ends and both rounded and sharp edges. Unknown original size or full shape.",Iron smear,Usable,,18,,,,2.3,1.4,5.1,S11.3,1730,1740,1720-1750,Priests Living Quarters
207,SKH05,8936,1329,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,4,Tapering,Tapering,,,Rectangular,Sharp,Smooth,None,None,Unknown,"Fragmented end piece of a nicely shaped light grey schist whetstone with sooth smear on three sides. Sharp edges, smooth surfaces and rectangular cross section. Not possible to determine original size or full shape, could both be a small whetstone or the end of a medium sized stone.",Sooth,Not usable,,8,,,,4.3,1.1,0.9,S12.1,1690,1740,1690-1750,Living Quarters
208,SKH05,8937,1332,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,,Smooth,None,None,Unknown,"Whetstone fragment, remains of one smooth surface otherwise not possible to determine full size or shape.",None,Not usable,,6,,,,3.6,1.7,0.7,S18.8,1790,1830,1780-1840,Midden
209,SKH05,8938,1347,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,"Small whetstone fragment, remains of one edge and smooth surface visible. Too small to estimate any original size or shape.",None,Not usable,,1,,,,,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
210,SKH05,8939,1350,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Parallel,Parallel,Straight,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of a nicely bar shaped whetstone of light grey schist. Straight end, smooth surfaces, rather sharp edges and rectangular cross section.",Iron smear,Not usable,,5,,1.1,0.7,2.9,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
211,SKH05,8940,1359,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Parallel,Parallel,Rounded with gradual transition to the side,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of a light grey whetstone, presumably medium sized. Nicely shaped, smooth surfaces and rounded end piece.",None,Not usable,,7,,1.7,0.5,3.9,,,S6.1,1720,1760,1720-1780,Bishops Living Quarters
212,SKH05,8941,1362,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Rounded with sharp transition to the side,,Rectangular,Rounded/Sharp,Vawy but smooth,U-shaped vague,None,Moderate,"End and centre piece of a moderately used light grey schist whetstone. Rounded end, smooth but vawy surfaces with several vague but rather broad U-shaped depressions/grinding grooves. Perhaps also some grinding marks on the edges but very unclear.",Precipitaion,Usable,,30,,2.3,0.9,7.3,,,S18.8,1790,1830,1780-1840,Midden
213,SKH05,8942,1415,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Extensive,"Small fragment of the end piece of a light grey schist whetstone, very thin and probably extensively used. Remains of two surfaces and one edge.",None,Not usable,,0.5,,,,2,1.2,0.2,S7.2,1760,1800,1750-1810,Vestibule & Corridor
214,SKH05,8943,1426,,,1,,Stabile,uncertain whetstone,Light grey,Schist,Fine,Unknown,Sice,Production fragment,Fragment/raw material,Unknown,,Indeterminable,Indeterminable,,,Unknown,,None,None,None,Unknown,Small fragment of a possible whetstone. Most likely schist of some sort but not the common Eidsborg type. Coarse grains and high micha. No signs of use.,None,Not usable,High micha,0.5,,,,1.9,0.8,0.5,S5.2,1740,1760,1720-1780,Bishops Dining Room
215,SKH05,8944,1442,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,4,irregular,Irregular,Rounded with sharp transition to the side,Straight but with hew marks,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,Several types,None,Re-used after breakage,"Whole but probably re-used end piece of a large whetstone. Irregular shaped, smooth but vawy surfaces and deep U-shaped depression across one broadside.",None,Very usable,Hardstone type?,36,8,2.2,1.1,,,,S4.1,1720,1760,1720-1780,Lodge/Dining Room & Chambers
216,SKH05,8953,1627,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,,Indeterminable,Indeterminable,,,Unknown,,,,None,Unknown,Very small schist fragment with remains of smooth grinding surfaces. Too small to estimate any original size or shape.,None,Not usable,,0,,,,1.3,0.6,0.3,S7.1,1720,1760,1720-1780,Vestibule & Corridor
