ID1,ID,Dbase,Finds Number,Unit Number,Bark,Conversion/method,Wood species,Completeness,Discard,Photo/drawing,Length (mm),Width (mm),Thickness (mm),Diameter,profile,shape/sides,condition,burnt,Object,Object Group,Object category,Vessel type,vessel ID,Off-cut,Count,General Notes,Notes (continued),Field26,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,No,GroupNo,Space,Unit type,Unit entropy,Sieved,
4111,753,ST,13068,2696,No,,conifer,fragment,Y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,3,3 splinters.,,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2680,1257,1257,External area,in situ,FALSE,
4170,968,ST,13081,2779,No,tangential,pinus,fragment,y,n,43,34,14,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. Belonging with fragment ID 969. One side curved. The other side slightly hollowed. Fragment.",,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2779,1257,1257,External area,in situ,FALSE,
4171,969,ST,13081,2779,No,tangential,pinus,fragment,y,n,34,36,9,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Belonging with fragment ID 968. One side curved. The other side slightly hollowed. Fragment.,,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2779,1257,1257,External area,in situ,FALSE,
4172,965,ST,13082,2729,No,,conifer,fragment,y,n,135,33,7,,,,,,splinter,Indeterminate,,,,,1,Fragment/splinter.,,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2729,1257,1257,External area,in situ,FALSE,
4174,973,ST,13084,2790,No,,conifer,fragment,y,n,80,22,11,,,,,,splinter,Indeterminate,,,,,1,Fragment.,,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2790,1257,1257,External area,in situ,FALSE,
5485,1321,ST,17524,2583,No,,conifer,fragment,n,n,82,19,8,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. Four sides worked. End piece of what could be a fillet.",,EC/SÞ/GL,C.1,1670-1720,1670,1720,1660-1720,Courtyard,2583,1257,1257,External area,in situ,FALSE,
446,612,SF,4407,988,No,,see OE,fragment,n,n,38,13,8.5,,trapezoidal,,,,splinter,Indeterminate,worked,,,,1,"might be hardwood. Seems like an unevenly shaped pin, broken on at least one end, the other might be broken.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
447,613,SF,4407,988,No,,see OE notes,fragment,n,n,63,12,9,,rectangular,,,,splinter,Indeterminate,worked,,,,1,"poss pin shaft or batten; broken on at least one side, but probably cut on the other.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
448,614,SF,4407,988,No,,see OE,fragment,n,n,36,16,3,,,,,,splinter,Indeterminate,worked,,,,1,"A very thin strip of wood, broken on at last one end.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
469,629,SF,4416,988,No,,see OE notes,fragment,n,n,58,29,15,,,,,,splinter,Indeterminate,worked,,,,1,"obliquely cut terminal of batten?, but splintered and broken at other end, rectangular section",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
470,630,SF,4416,988,No,,see OE,fragment,n,n,50,17,5.5,,rectangular,,,,splinter,Indeterminate,worked,,,,1,"a strip of wood, broken at both ends, dirt and hairs attached to one surface. Batten?",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
471,636,SF,4416,988,No,,see OE,fragment,n,n,26,18,11,,,,,,splinter,Indeterminate,worked,,,off-cut?,1,"Both ends are cut, but split off at the sides. May simply be off-cut from when a board was shortened.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
472,637,SF,4416,988,No,,see OE,fragment,n,n,14,10,5,,,,,,splinter,Indeterminate,worked,,,,1,"A small piece, both ends are cut, and concave, split of the sides.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
473,641,SF,4416,988,No,,see OE,fragment,n,n,50,23,9,,semi-circular,,,,splinter,Indeterminate,worked,,,,1,"The profile is like a flat semi-circle. One end is broken off, but the other has been cut- probably by a axe, and is somewhat rounded. Difficult it tell whether is was structural, decorative etc.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
474,642,SF,4416,988,No,,see OE,fragment,n,n,21,19,8,,,,,,splinter,Indeterminate,worked,,,,1,"flat, both surfaces are curved, one end is cut but the other is broken off. Tapers in just before it breaks off.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
514,b,ST2,4436,1026,No,,conifer,fragment,n,n,,,,,,,,,splinter,Indeterminate,,,,,1,small sliver,,GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,1026,901,901,Floor,in situ,FALSE,
799,3243,ST,4507,588,No,,conifer,fragment,y,n,70,35,6,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, both ends broken. It looks like a splinter of a pannelling.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
800,3244,ST,4507,588,No,,conifer,fragment,y,n,80,12,7,,,,,,splinter,Indeterminate,worked,,,,1,"Two to three sides worked. One end cut and rounded, the other broken. Could be a fragment of a file.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
801,3245,ST,4507,588,No,,quercus,fragment,y,n,67,29,11,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end cut, other broken. Thinning towards one side. There is a ca. 7 mm wide shallow groove (carved?) on one side, running from around 1/3 under the cut end to the broken end. Fragment.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
802,3246,ST,4507,588,No,,conifer,fragment,y,n,57,14,6,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, both ends cut. One side is chamfered. Triangular cross-section.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
803,3249,ST,4507,588,No,,conifer,fragment,y,n,25,26,8,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked. One end cut, the other broken. Fragment of a thin plank or pannelling.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
804,3250,ST,4507,588,No,,conifer,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,worked,,,,32,32 splinters of various sizes. Almost all with one side worked.,,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
807,3195,ST,4508,1026,No,,conifer,fragment,y,n,134,50,17,,,,,,splinter,Indeterminate,worked,,,,1,"To to three sides worked. One end cut, other broken. Interesting piece.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,1026,901,901,Floor,in situ,FALSE,
950,2776,ST,4532,988,No,,conifer,fragment,y,n,251,69,30,,,,,,splinter,Indeterminate,worked,,,,1,"Two to three sides worked, one end cut other broken. Plank.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
951,2777,ST,4532,988,No,,conifer,fragment,y,n,147,70,16,,,,,,splinter,Indeterminate,worked,,,,1,Three to four sides worked. One end cut other broken. Plank,,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
952,2779,ST,4532,988,No,,conifer,fragment,y,n,90,22,6,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut other broken. Fragment.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
953,2781,ST,4532,988,No,,conifer,fragment,y,n,66,31,10,,,,,,splinter,Indeterminate,worked,,,,1,Three sides worked. One end cut other seems broken. One edge rounded. D-shaped cross-section.,,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
954,2782,ST,4532,988,No,,conifer,fragment,y,n,70,26,8,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, both ends broken. Fragment of a plank?",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
955,2784,ST,4532,988,No,,conifer,fragment,y,n,35,45,16,,,,,,splinter,Indeterminate,worked,,,,1,Two sides worked. One end cut other broken. Plank fragment?,,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
956,2786,ST,4532,988,No,,conifer,fragment,y,n,122,14,7,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked. One end cut, other broken. Splinter.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
957,2787,ST,4532,988,No,,conifer,fragment,y,n,35,24,9,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends cut. Fragment/splinter.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
958,2788,ST,4532,988,No,,conifer,fragment,y,n,44,23,10,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
959,2789,ST,4532,988,No,,conifer,fragment,y,n,56,13,6,,,,,,splinter,Indeterminate,worked,,,,1,"Two to three sides worked. One end cut, other broken. Fragment/splinter",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
960,2790,ST,4532,988,No,,conifer,fragment,y,n,97,19,8,,,,,,splinter,Indeterminate,worked,,,,1,Two to three sides worked. Both ends broken.,,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
961,2791,ST,4532,988,No,,conifer,fragment,n,n,94,13,8,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Triangular cross-section.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
962,2792,ST,4532,988,No,,conifer,fragment,n,n,37,11,8,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked. One end cut, other broken.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
963,2793,ST,4532,988,No,,conifer,fragment,n,n,57,28,4,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Hexagonaid in base-shape.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
964,2794,ST,4532,988,No,,conifer,fragment,n,n,98,6,4,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end blunt pointed, other broken. Thinning towards the broken end. Needle/nail?",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
965,2795,ST,4532,988,No,,conifer,fragment,y,n,70,31,9,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, one end cut other broken. Part of the surrounding wood body around a knot?",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
966,2796,ST,4532,988,No,,conifer,fragment,n,n,32,8,3,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, both ends pointed.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
967,2797,ST,4532,988,No,,conifer,fragment,y,n,73,13,7,,,,,,splinter,Indeterminate,worked,,,,1,"One to two sides worked, ends unidentifiable. Splinter.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
968,2798,ST,4532,988,No,,conifer,fragment,y,n,121,15,6,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides possibly worked, one end cut. Splinter.",,EC/SÞ/GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
1591,,ST2,6515,1026,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,2 tiny chips of wood,,GL,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,1026,901,901,Floor,in situ,FALSE,
2985,1726,ST,9983,2409,No,,conifer,fragment,y,n,56,33,13,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut and worked, a little rounded. Thick rim. Fragment.",,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2409,2369,1884,Floor,in situ,FALSE,
2986,1727,ST,9983,2409,No,,fagus,fragment,y,n,137,20,10,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Three sides worked. Fragment.,,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2409,2369,1884,Floor,in situ,FALSE,
3274,1678,ST,10041,2461,No,,conifer,fragment,y,n,122,50,17,,,,,,splinter,Indeterminate,,,,,1,Large splinter.,,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2461,2447,1884,Barrel Pit,in situ,FALSE,
3275,1679,ST,10041,2461,No,,conifer,fragment,y,n,58,23,7,,,,,,splinter,Indeterminate,worked,,,,1,The other end broken. One side worked. Fragment.,,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2461,2447,1884,Barrel Pit,in situ,FALSE,
3276,1680,ST,10041,2461,No,,conifer,fragment,y,n,101,21,10,,,,,,splinter,Indeterminate,worked,,,,2,2 fragments - Both ends broken. D-shaped cross-section. Could maybe be from a fillet.,,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2461,2447,1884,Barrel Pit,in situ,FALSE,
3277,1681,ST,10041,2461,No,,conifer,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,6,6 splinters and fragments.,,EC/SÞ/GL,S18.2,1680-1690,1680,1690,1660-1690,Pantry,2461,2447,1884,Barrel Pit,in situ,FALSE,
3694,607,ST,13015,2819,No,,conifer,fragment,y,n,90,28,8,,,,,,splinter,Indeterminate,worked,,,,1,Three worked sides. Fragment.,,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2891,1680,1680,Floor,in situ,TRUE,
3695,608,ST,13015,2819,No,,quercus,fragment,?,n,120,41,7,,,,,,splinter,Indeterminate,worked,,,,1,Two worked edges. Fragment.,,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2891,1680,1680,Floor,in situ,TRUE,
3696,609,ST,13015,2819,No,,quercus,fragment,?,n,173,62,10,,,,,,splinter,Indeterminate,worked,,,,1,Three worked sides. Fragment.,,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2891,1680,1680,Floor,in situ,TRUE,
3697,610,ST,13015,2819,No,tangential,conifer,fragment,y,n,134,35,20,,,,,,splinter,Indeterminate,worked,,,,1,"Three worked sides. One nail hole, 5 x 3 mm., through.",,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2891,1680,1680,Floor,in situ,TRUE,
4189,972,ST,13089,2910,No,,conifer,fragment,y,n,26,18,4,,,,,,splinter,Indeterminate,worked,,,,1,Fragment with a nail hole. Could maybe be bark.,,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2910,2892,1680,Floor,in situ,TRUE,
5187,,ST2,13563,2911,No,,unid,fragment,n,n,40,,,,,,,,splinter,Indeterminate,,,,,1,"long splinter, poss from pin",,GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2911,2892,1680,Floor,in situ,TRUE,
5408,983,SF,16199,2912,No,,conifer,fragment,n,n,32,21,10,,,,,,splinter,Indeterminate,worked,,,,1,"A strangely shaped object, unevenly oval shaped, ends look broken but have cut marks, one side has lots of deep cut marks and is very uneven, the other side looks unworked.",,JÞ,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2912,2892,1680,Floor,in situ,TRUE,
2988,1714,ST,9985,2354,No,,conifer,fragment,y,n,92,58,11,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Looks like a fragment from a thin plank.,,EC/SÞ/GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2354,2292,1884,Floor,in situ,FALSE,
2989,1715,ST,9985,2354,No,,conifer,fragment,y,n,108,50,18,,,,,,splinter,Indeterminate,,,,,1,Lare splinter/fragment.,,EC/SÞ/GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2354,2292,1884,Floor,in situ,FALSE,
2990,1720,ST,9986,2353,No,,quercus,fragment,y,n,164,51,5,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Two to three sides worked. Thin piece.,,EC/SÞ/GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2353,2292,1884,Floor,in situ,FALSE,
3020,1718,ST,10002,2309,No,,conifer,fragment,?,n,27,24,3,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. Fragment.,,EC/SÞ/GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2309,2292,1884,Floor,in situ,FALSE,
3614,a,ST2,12407,2337,No,,conifer,fragment,n,n,,,,,,,,,splinter,Indeterminate,,,,,3,large splinters from planks/rods,,GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2337,2292,1884,Floor,in situ,FALSE,
3631,,ST2,12418,2353,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,1 v thin - poss strap; other thicker splinter,,GL,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2353,2292,1884,Floor,in situ,FALSE,
555,,ST2,4459,691,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,30,"misc small splinters, some with vivianite",,GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,691,163,691,Building,in situ,FALSE,
2263,1919,ST,7094,1356,No,,conifer,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,1,Splinter.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1356,2756,2756,Floor,in situ,FALSE,
2264,1916,ST,7095,1593,No,,see OE notes,fragment,y,n,54,9,5,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broekn. One side worked. Fragment.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1593,3031,2758,Drain,in situ,TRUE,
2265,1917,ST,7095,1593,No,,see OE notes,fragment,y,n,30,10,7,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. Fragment.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1593,3031,2758,Drain,in situ,TRUE,
2266,1918,ST,7095,1593,No,,see OE notes,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,2,2 splinters.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1593,3031,2758,Drain,in situ,TRUE,
2326,3053,ST,7111,1700,No,,conifer,fragment,y,n,79,8,7,,,,,,splinter,Indeterminate,,,,,1,Splinter.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1700,1608,1608,Floor,in situ,FALSE,
2327,3054,ST,7111,1700,No,,conifer,fragment,y,n,40,13,16,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other possibly broken. Splinter.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1700,1608,1608,Floor,in situ,FALSE,
2348,3023,ST,7113,1568,No,,conifer,fragment,y,n,290,92,39,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, other splintered. Because of splintering the piece has a triangular cross-section. One end cut and partially chamfered, other broken. Plank fragment.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2381,3039,ST,7119,1568,No,,conifer,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,3,Three splinters. The largest has one worked side. Length max: 161 mm; min: 115 mm.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2382,3040,ST,7119,1568,No,,conifer,fragment,y,n,74,12,8,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one splintered. One end cut, other broken. Narrowing towards the broken end. Fragment.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2383,3041,ST,7119,1568,No,,conifer,fragment,y,n,49,6,10,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends broken. Splinter.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2384,3042,ST,7119,1568,No,,conifer,fragment,y,n,42,18,6,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut and rounded, other broken. Narrowing slightly towards the broken end. One side possibly chamfered. Fragment.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2385,3043,ST,7119,1568,No,,conifer,fragment,y,n,41,11,5,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end pointed other broken. Could be same as 3042. Looks like a peg/dowel pin.",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
2570,410,SF,7160,1657,No,,conifer,fragment,n,n,32,18,9,,rectangular,,,,splinter,Indeterminate,worked,,,,1,"A rectangular frag, one end cut but the other broken off. Two roughly cut notches, 3 mm deep, in each short side.",,JÞ,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1657,747,691,Wall,in situ,FALSE,
2619,,ST2,7228,1557,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,"1 long splinter, 1 thick frag",,GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1557,2758,2758,Floor,in situ,FALSE,
2627,,ST2,7234,1517,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,v. Decayed,,GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1517,2757,2757,Floor,in situ,FALSE,
2634,,ST2,7240,1530,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,poss not even worked,,GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1530,2757,2757,Floor,in situ,FALSE,
2929,1808,ST,9967,2127,No,,conifer,fragment,y,n,49,12,9,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. Fragment/splinter.,,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,2127,2756,2756,Floor,in situ,TRUE,
2532,512,SF,7146,1396,No,,conifer,fragment,n,n,61,4,5,,rounded square,,,,splinter,Indeterminate,worked,,,,1,"Tapers in, both ends cut flat. Poss tine - or just a splinter",,JÞ,S12.1,1690-1740,1690,1740,1690-1750,Living Quarters,1396,1320,1320,Floor,in situ,TRUE,
3990,705,ST,13049,2805,No,,conifer,fragment,y,n,34,15,3,,,,,,splinter,Indeterminate,worked,,,,1,"Flat, pointed end piece. Could maybe be the end of a hoop or the end of a fillet.",,EC/SÞ/GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2805,2797,1680,Floor,in situ,TRUE,
4834,b,ST2,13284,2874,No,,broadleaf,fragment,n,n,,,,,,,,,splinter,Indeterminate,,,,,1,tiny splinter,,GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2874,2797,1680,Floor,in situ,FALSE,
5082,b,ST2,13427,2870,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,tiny lump,,GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2870,2797,1680,Floor,in situ,TRUE,
5256,,ST2,15413,2868,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,tiny splinters,,GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2868,2797,1680,Floor,in situ,TRUE,
5427,1007,SF,16227,2865,No,,conifer,fragment,n,n,24,9.5,8.5,,square,,,,splinter,Indeterminate,worked,,,,1,"Top of a square batten/shaft, top end is cut flat, slight tapering visible.",,JÞ,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2865,2797,1680,Floor,in situ,TRUE,
5468,,ST2,16421,2645,No,,unid,fragment,n,n,,,,,,,,charcoaled,splinter,Indeterminate,,,,,4,"splinters, all charcoaled",,GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2645,1680,2763,Floor,in situ,TRUE,
5481,1317,ST,17520,2623,No,,conifer,fragment,n,n,130,16,15,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Worked and sharpened by one end. Could be a peg.,,EC/SÞ/GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2623,1680,2763,Floor,in situ,TRUE,
5491,1327,ST,17527,2607,No,,conifer,fragment,n,n,106,25,9,,,,,,splinter,Indeterminate,worked,,,,1,"One end broken, the other end worked. Fragment. Could be a wedge.",,EC/SÞ/GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2607,1680,2763,Floor,in situ,TRUE,
5608,,ST2,19251,2607,No,,unid,fragment,n,n,,,,,,,,,splinter,Indeterminate,,,,,1,"small splinter, poss from branch",,GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2607,1680,2763,Floor,in situ,TRUE,
3981,636,ST,13048,2872,No,,see ÓE notes,fragment,Y,n,102,21,15,,,,,,splinter,Indeterminate,worked,,,,1,One cut end. Two worked sides. Two iron nails holding the splintered piece together. - Conjoins 638. Batten?,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
3982,637,ST,13048,2872,No,,see ÓE notes,fragment,Y,n,236,31,8,,,,,,splinter,Indeterminate,worked,,,,1,One end broken. The rest is worked.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
3983,638,ST,13048,2872,No,tangential,see ÓE notes,fragment,Y,n,203,19,15,,,,,,splinter,Indeterminate,worked,,,,1,Two worked sides. - conjoins 636. Batten?,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
3984,639,ST,13048,2872,No,,see ÓE notes,fragment,Y,n,180,40,18,,,,,,splinter,Indeterminate,worked,,,,1,One side worked. Fragment with a halved hole from a knot.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
3985,641,ST,13048,2872,No,,see ÓE notes,fragment,Y,n,162,22,20,,,,,,splinter,Indeterminate,,,,,1,Fragment.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
